Freq.	V(rs)/V(inp)
4.57088189614869e+000	(9.06900390708834e+001dB,9.00050727603987e+001°)
4.67735141287192e+000	(9.04900390835036e+001dB,9.00049272891630e+001°)
4.78630092322632e+000	(9.02900390955480e+001dB,9.00047844302800e+001°)
4.89778819368440e+000	(9.00900391070793e+001dB,9.00046441089186e+001°)
5.01187233627266e+000	(8.98900391180602e+001dB,9.00045062485538e+001°)
5.12861383991358e+000	(8.96900391285850e+001dB,9.00043707780467e+001°)
5.24807460249766e+000	(8.94900391386405e+001dB,9.00042376252476e+001°)
5.37031796370246e+000	(8.92900391482182e+001dB,9.00041067188414e+001°)
5.49540873857618e+000	(8.90900391574611e+001dB,9.00039779903064e+001°)
5.62341325190342e+000	(8.88900391662490e+001dB,9.00038513706366e+001°)
5.75439937337150e+000	(8.86900391746749e+001dB,9.00037267933668e+001°)
5.88843655355582e+000	(8.84900391827519e+001dB,9.00036041914334e+001°)
6.02559586074350e+000	(8.82900391904585e+001dB,9.00034835003860e+001°)
6.16595001861474e+000	(8.80900391978387e+001dB,9.00033646572819e+001°)
6.30957344480185e+000	(8.78900392048478e+001dB,9.00032475974959e+001°)
6.45654229034647e+000	(8.76900392116308e+001dB,9.00031322593466e+001°)
6.60693448007587e+000	(8.74900392181048e+001dB,9.00030185829716e+001°)
6.76082975391973e+000	(8.72900392242910e+001dB,9.00029065063804e+001°)
6.91830970918928e+000	(8.70900392302292e+001dB,9.00027959709435e+001°)
7.07945784384129e+000	(8.68900392359280e+001dB,9.00026869182643e+001°)
7.24435960074981e+000	(8.66900392413890e+001dB,9.00025792899141e+001°)
7.41310241300908e+000	(8.64900392466416e+001dB,9.00024730293396e+001°)
7.58577575029174e+000	(8.62900392516642e+001dB,9.00023680798243e+001°)
7.76247116628682e+000	(8.60900392564650e+001dB,9.00022643857787e+001°)
7.94328234724271e+000	(8.58900392610960e+001dB,9.00021618925905e+001°)
8.12830516164089e+000	(8.56900392655523e+001dB,9.00020605454924e+001°)
8.31763771102660e+000	(8.54900392698342e+001dB,9.00019602911978e+001°)
8.51138038202365e+000	(8.52900392739527e+001dB,9.00018610760235e+001°)
8.70963589956069e+000	(8.50900392779014e+001dB,9.00017628476725e+001°)
8.91250938133734e+000	(8.48900392817387e+001dB,9.00016655540798e+001°)
9.12010839355898e+000	(8.46900392854126e+001dB,9.00015691436988e+001°)
9.33254300796979e+000	(8.44900392889625e+001dB,9.00014735648771e+001°)
9.54992586021423e+000	(8.42900392923812e+001dB,9.00013787675896e+001°)
9.77237220955798e+000	(8.40900392957071e+001dB,9.00012847014544e+001°)
9.99999999999987e+000	(8.38900392989052e+001dB,9.00011913161786e+001°)
1.02329299228074e+001	(8.36900393020229e+001dB,9.00010985628999e+001°)
1.04712854805089e+001	(8.34900393050212e+001dB,9.00010063917122e+001°)
1.07151930523759e+001	(8.32900393079429e+001dB,9.00009147548860e+001°)
1.09647819614317e+001	(8.30900393107889e+001dB,9.00008236020094e+001°)
1.12201845430195e+001	(8.28900393135431e+001dB,9.00007328864022e+001°)
1.14815362149687e+001	(8.26900393162654e+001dB,9.00006425597265e+001°)
1.17489755493951e+001	(8.24900393188883e+001dB,9.00005525732134e+001°)
1.20226443461740e+001	(8.22900393214584e+001dB,9.00004628800357e+001°)
1.23026877081236e+001	(8.20900393239714e+001dB,9.00003734321576e+001°)
1.25892541179415e+001	(8.18900393264439e+001dB,9.00002841816852e+001°)
1.28824955169312e+001	(8.16900393288662e+001dB,9.00001950827899e+001°)
1.31825673855639e+001	(8.14900393312601e+001dB,9.00001060869978e+001°)
1.34896288259164e+001	(8.12900393336270e+001dB,9.00000171473438e+001°)
1.38038426460287e+001	(8.10900393359560e+001dB,8.99999282167593e+001°)
1.41253754462274e+001	(8.08900393382667e+001dB,8.99998392483298e+001°)
1.44543977074591e+001	(8.06900393405614e+001dB,8.99997501941118e+001°)
1.47910838816819e+001	(8.04900393428481e+001dB,8.99996610081175e+001°)
1.51356124843619e+001	(8.02900393451173e+001dB,8.99995716422908e+001°)
1.54881661891246e+001	(8.00900393473808e+001dB,8.99994820491568e+001°)
1.58489319246109e+001	(7.98900393496541e+001dB,8.99993921812019e+001°)
1.62181009735891e+001	(7.96900393519344e+001dB,8.99993019915285e+001°)
1.65958690743754e+001	(7.94900393542222e+001dB,8.99992114310262e+001°)
1.69824365246172e+001	(7.92900393565293e+001dB,8.99991204530400e+001°)
1.73780082874935e+001	(7.90900393588559e+001dB,8.99990290083310e+001°)
1.77827941003890e+001	(7.88900393612092e+001dB,8.99989370489525e+001°)
1.81970085860996e+001	(7.86900393635950e+001dB,8.99988445263278e+001°)
1.86208713666284e+001	(7.84900393660236e+001dB,8.99987513905013e+001°)
1.90546071796322e+001	(7.82900393684798e+001dB,8.99986575928006e+001°)
1.94984459975802e+001	(7.80900393709931e+001dB,8.99985630833046e+001°)
1.99526231496885e+001	(7.78900393735506e+001dB,8.99984678118974e+001°)
2.04173794466950e+001	(7.76900393761705e+001dB,8.99983717284607e+001°)
2.08929613085401e+001	(7.74900393788520e+001dB,8.99982747813775e+001°)
2.13796208950220e+001	(7.72900393816041e+001dB,8.99981769195451e+001°)
2.18776162394952e+001	(7.70900393844279e+001dB,8.99980780911661e+001°)
2.23872113856831e+001	(7.68900393873311e+001dB,8.99979782440743e+001°)
2.29086765276774e+001	(7.66900393903245e+001dB,8.99978773244942e+001°)
2.34422881531989e+001	(7.64900393934113e+001dB,8.99977752797440e+001°)
2.39883291901946e+001	(7.62900393966012e+001dB,8.99976720554660e+001°)
2.45470891568500e+001	(7.60900393998906e+001dB,8.99975675964988e+001°)
2.51188643150954e+001	(7.58900394032929e+001dB,8.99974618482230e+001°)
2.57039578276883e+001	(7.56900394068202e+001dB,8.99973547541088e+001°)
2.63026799189534e+001	(7.54900394104721e+001dB,8.99972462574737e+001°)
2.69153480392688e+001	(7.52900394142610e+001dB,8.99971363005882e+001°)
2.75422870333813e+001	(7.50900394181917e+001dB,8.99970248253620e+001°)
2.81838293126441e+001	(7.48900394222780e+001dB,8.99969117726823e+001°)
2.88403150312656e+001	(7.46900394265256e+001dB,8.99967970828165e+001°)
2.95120922666634e+001	(7.44900394309384e+001dB,8.99966806946235e+001°)
3.01995172040197e+001	(7.42900394355346e+001dB,8.99965625463930e+001°)
3.09029543251355e+001	(7.40900394403173e+001dB,8.99964425756105e+001°)
3.16227766016833e+001	(7.38900394453006e+001dB,8.99963207185632e+001°)
3.23593656929624e+001	(7.36900394504911e+001dB,8.99961969107343e+001°)
3.31131121482586e+001	(7.34900394559055e+001dB,8.99960710867174e+001°)
3.38844156139198e+001	(7.32900394615503e+001dB,8.99959431789586e+001°)
3.46736850452527e+001	(7.30900394674394e+001dB,8.99958131206190e+001°)
3.54813389233570e+001	(7.28900394735845e+001dB,8.99956808423160e+001°)
3.63078054770096e+001	(7.26900394799998e+001dB,8.99955462741600e+001°)
3.71535229097167e+001	(7.24900394866978e+001dB,8.99954093443406e+001°)
3.80189396320556e+001	(7.22900394936945e+001dB,8.99952699803393e+001°)
3.89045144994275e+001	(7.20900395010018e+001dB,8.99951281087275e+001°)
3.98107170553491e+001	(7.18900395086375e+001dB,8.99949836537090e+001°)
4.07380277804107e+001	(7.16900395166166e+001dB,8.99948365394426e+001°)
4.16869383470329e+001	(7.14900395249580e+001dB,8.99946866863851e+001°)
4.26579518801586e+001	(7.12900395336772e+001dB,8.99945340173268e+001°)
4.36515832240159e+001	(7.10900395427936e+001dB,8.99943784495346e+001°)
4.46683592150956e+001	(7.08900395523269e+001dB,8.99942199013563e+001°)
4.57088189614868e+001	(7.06900395622963e+001dB,8.99940582878875e+001°)
4.67735141287191e+001	(7.04900395727234e+001dB,8.99938935248659e+001°)
4.78630092322631e+001	(7.02900395836305e+001dB,8.99937255237974e+001°)
4.89778819368439e+001	(7.00900395950406e+001dB,8.99935541959676e+001°)
5.01187233627265e+001	(6.98900396069776e+001dB,8.99933794501045e+001°)
5.12861383991357e+001	(6.96900396194674e+001dB,8.99932011943634e+001°)
5.24807460249765e+001	(6.94900396325366e+001dB,8.99930193333892e+001°)
5.37031796370245e+001	(6.92900396462132e+001dB,8.99928337714119e+001°)
5.49540873857616e+001	(6.90900396605237e+001dB,8.99926444101840e+001°)
5.62341325190340e+001	(6.88900396755021e+001dB,8.99924511488136e+001°)
5.75439937337148e+001	(6.86900396911779e+001dB,8.99922538849271e+001°)
5.88843655355580e+001	(6.84900397075842e+001dB,8.99920525135676e+001°)
6.02559586074348e+001	(6.82900397247568e+001dB,8.99918469286970e+001°)
6.16595001861473e+001	(6.80900397427323e+001dB,8.99916370206613e+001°)
6.30957344480184e+001	(6.78900397615480e+001dB,8.99914226786331e+001°)
6.45654229034646e+001	(6.76900397812440e+001dB,8.99912037889346e+001°)
6.60693448007586e+001	(6.74900398018619e+001dB,8.99909802351075e+001°)
6.76082975391971e+001	(6.72900398234463e+001dB,8.99907518986380e+001°)
6.91830970918926e+001	(6.70900398460424e+001dB,8.99905186589605e+001°)
7.07945784384127e+001	(6.68900398696981e+001dB,8.99902803921921e+001°)
7.24435960074979e+001	(6.66900398944634e+001dB,8.99900369721196e+001°)
7.41310241300906e+001	(6.64900399203913e+001dB,8.99897882701040e+001°)
7.58577575029172e+001	(6.62900399475365e+001dB,8.99895341531407e+001°)
7.76247116628680e+001	(6.60900399759566e+001dB,8.99892744866447e+001°)
7.94328234724269e+001	(6.58900400057121e+001dB,8.99890091335524e+001°)
8.12830516164086e+001	(6.56900400368656e+001dB,8.99887379526905e+001°)
8.31763771102658e+001	(6.54900400694836e+001dB,8.99884608008371e+001°)
8.51138038202363e+001	(6.52900401036353e+001dB,8.99881775313714e+001°)
8.70963589956067e+001	(6.50900401393934e+001dB,8.99878879926758e+001°)
8.91250938133731e+001	(6.48900401768334e+001dB,8.99875920319440e+001°)
9.12010839355895e+001	(6.46900402160343e+001dB,8.99872894927126e+001°)
9.33254300796976e+001	(6.44900402570800e+001dB,8.99869802141303e+001°)
9.54992586021420e+001	(6.42900403000570e+001dB,8.99866640329746e+001°)
9.77237220955795e+001	(6.40900403450568e+001dB,8.99863407801346e+001°)
9.99999999999984e+001	(6.38900403921750e+001dB,8.99860102854699e+001°)
1.02329299228074e+002	(6.36900404415112e+001dB,8.99856723725995e+001°)
1.04712854805088e+002	(6.34900404931699e+001dB,8.99853268633192e+001°)
1.07151930523759e+002	(6.32900405472613e+001dB,8.99849735742558e+001°)
1.09647819614317e+002	(6.30900406038997e+001dB,8.99846123184474e+001°)
1.12201845430195e+002	(6.28900406632054e+001dB,8.99842429039940e+001°)
1.14815362149686e+002	(6.26900407253040e+001dB,8.99838651334412e+001°)
1.17489755493951e+002	(6.24900407903275e+001dB,8.99834788092745e+001°)
1.20226443461739e+002	(6.22900408584137e+001dB,8.99830837249893e+001°)
1.23026877081236e+002	(6.20900409297071e+001dB,8.99826796713281e+001°)
1.25892541179415e+002	(6.18900410043588e+001dB,8.99822664346044e+001°)
1.28824955169311e+002	(6.16900410825272e+001dB,8.99818437959755e+001°)
1.31825673855639e+002	(6.14900411643782e+001dB,8.99814115292978e+001°)
1.34896288259163e+002	(6.12900412500854e+001dB,8.99809694073950e+001°)
1.38038426460286e+002	(6.10900413398306e+001dB,8.99805171950993e+001°)
1.41253754462273e+002	(6.08900414338042e+001dB,8.99800546526167e+001°)
1.44543977074590e+002	(6.06900415322056e+001dB,8.99795815353167e+001°)
1.47910838816818e+002	(6.04900416352433e+001dB,8.99790975916992e+001°)
1.51356124843618e+002	(6.02900417431362e+001dB,8.99786025665896e+001°)
1.54881661891246e+002	(6.00900418561129e+001dB,8.99780961934407e+001°)
1.58489319246109e+002	(5.98900419744134e+001dB,8.99775782093028e+001°)
1.62181009735890e+002	(5.96900420982883e+001dB,8.99770483358725e+001°)
1.65958690743753e+002	(5.94900422280007e+001dB,8.99765062933383e+001°)
1.69824365246172e+002	(5.92900423638256e+001dB,8.99759517938109e+001°)
1.73780082874935e+002	(5.90900425060512e+001dB,8.99753845439264e+001°)
1.77827941003889e+002	(5.88900426549793e+001dB,8.99748042426917e+001°)
1.81970085860995e+002	(5.86900428109255e+001dB,8.99742105815538e+001°)
1.86208713666284e+002	(5.84900429742212e+001dB,8.99736032487819e+001°)
1.90546071796321e+002	(5.82900431452125e+001dB,8.99729819199236e+001°)
1.94984459975801e+002	(5.80900433242619e+001dB,8.99723462623622e+001°)
1.99526231496885e+002	(5.78900435117499e+001dB,8.99716959464440e+001°)
2.04173794466949e+002	(5.76900437080738e+001dB,8.99710306208029e+001°)
2.08929613085400e+002	(5.74900439136502e+001dB,8.99703499356639e+001°)
2.13796208950220e+002	(5.72900441289153e+001dB,8.99696535306234e+001°)
2.18776162394951e+002	(5.70900443543260e+001dB,8.99689410370124e+001°)
2.23872113856830e+002	(5.68900445903602e+001dB,8.99682120740625e+001°)
2.29086765276773e+002	(5.66900448375189e+001dB,8.99674662553976e+001°)
2.34422881531988e+002	(5.64900450963264e+001dB,8.99667031877158e+001°)
2.39883291901945e+002	(5.62900453673319e+001dB,8.99659224669129e+001°)
2.45470891568499e+002	(5.60900456511104e+001dB,8.99651236778656e+001°)
2.51188643150954e+002	(5.58900459482640e+001dB,8.99643063970298e+001°)
2.57039578276882e+002	(5.56900462594231e+001dB,8.99634701893223e+001°)
2.63026799189534e+002	(5.54900465852482e+001dB,8.99626146146338e+001°)
2.69153480392687e+002	(5.52900469264305e+001dB,8.99617392190001e+001°)
2.75422870333812e+002	(5.50900472836939e+001dB,8.99608435353377e+001°)
2.81838293126440e+002	(5.48900476577966e+001dB,8.99599270917416e+001°)
2.88403150312655e+002	(5.46900480495324e+001dB,8.99589894007426e+001°)
2.95120922666633e+002	(5.44900484597326e+001dB,8.99580299657770e+001°)
3.01995172040196e+002	(5.42900488892678e+001dB,8.99570482780369e+001°)
3.09029543251354e+002	(5.40900493390492e+001dB,8.99560438152530e+001°)
3.16227766016832e+002	(5.38900498100318e+001dB,8.99550160509250e+001°)
3.23593656929622e+002	(5.36900503032144e+001dB,8.99539644293749e+001°)
3.31131121482585e+002	(5.34900508196448e+001dB,8.99528884071837e+001°)
3.38844156139196e+002	(5.32900513604177e+001dB,8.99517873997871e+001°)
3.46736850452525e+002	(5.30900519266820e+001dB,8.99506608343553e+001°)
3.54813389233569e+002	(5.28900525196388e+001dB,8.99495081057215e+001°)
3.63078054770095e+002	(5.26900531405469e+001dB,8.99483286065812e+001°)
3.71535229097166e+002	(5.24900537907243e+001dB,8.99471217118466e+001°)
3.80189396320554e+002	(5.22900544715510e+001dB,8.99458867803435e+001°)
3.89045144994273e+002	(5.20900551844724e+001dB,8.99446231581873e+001°)
3.98107170553490e+002	(5.18900559310014e+001dB,8.99433301746907e+001°)
4.07380277804105e+002	(5.16900567127235e+001dB,8.99420071457956e+001°)
4.16869383470328e+002	(5.14900575312976e+001dB,8.99406533679899e+001°)
4.26579518801585e+002	(5.12900583884621e+001dB,8.99392681274916e+001°)
4.36515832240158e+002	(5.10900592860362e+001dB,8.99378506827490e+001°)
4.46683592150955e+002	(5.08900602259262e+001dB,8.99364002887259e+001°)
4.57088189614867e+002	(5.06900612101274e+001dB,8.99349161718824e+001°)
4.67735141287189e+002	(5.04900622407302e+001dB,8.99333975505840e+001°)
4.78630092322629e+002	(5.02900633199226e+001dB,8.99318436157647e+001°)
4.89778819368437e+002	(5.00900644499965e+001dB,8.99302535437644e+001°)
5.01187233627263e+002	(4.98900656333520e+001dB,8.99286264921099e+001°)
5.12861383991355e+002	(4.96900668725026e+001dB,8.99269616009794e+001°)
5.24807460249763e+002	(4.94900681700798e+001dB,8.99252579832610e+001°)
5.37031796370243e+002	(4.92900695288400e+001dB,8.99235147373358e+001°)
5.49540873857614e+002	(4.90900709516699e+001dB,8.99217309409878e+001°)
5.62341325190338e+002	(4.88900724415919e+001dB,8.99199056470462e+001°)
5.75439937337146e+002	(4.86900740017713e+001dB,8.99180378867430e+001°)
5.88843655355578e+002	(4.84900756355236e+001dB,8.99161266729726e+001°)
6.02559586074346e+002	(4.82900773463195e+001dB,8.99141709865068e+001°)
6.16595001861470e+002	(4.80900791377954e+001dB,8.99121697963194e+001°)
6.30957344480181e+002	(4.78900810137584e+001dB,8.99101220400870e+001°)
6.45654229034643e+002	(4.76900829781963e+001dB,8.99080266349907e+001°)
6.60693448007583e+002	(4.74900850352835e+001dB,8.99058824620302e+001°)
6.76082975391969e+002	(4.72900871893943e+001dB,8.99036883918926e+001°)
6.91830970918923e+002	(4.70900894451074e+001dB,8.99014432541468e+001°)
7.07945784384124e+002	(4.68900918072212e+001dB,8.98991458706303e+001°)
7.24435960074976e+002	(4.66900942807572e+001dB,8.98967950132272e+001°)
7.41310241300903e+002	(4.64900968709776e+001dB,8.98943894448442e+001°)
7.58577575029169e+002	(4.62900995833907e+001dB,8.98919278809305e+001°)
7.76247116628677e+002	(4.60901024237663e+001dB,8.98894090152639e+001°)
7.94328234724266e+002	(4.58901053981498e+001dB,8.98868315231162e+001°)
8.12830516164084e+002	(4.56901085128683e+001dB,8.98841940264130e+001°)
8.31763771102655e+002	(4.54901117745524e+001dB,8.98814951347042e+001°)
8.51138038202360e+002	(4.52901151901456e+001dB,8.98787334217053e+001°)
8.70963589956064e+002	(4.50901187669178e+001dB,8.98759074131620e+001°)
8.91250938133728e+002	(4.48901225124861e+001dB,8.98730156163942e+001°)
9.12010839355892e+002	(4.46901264348269e+001dB,8.98700564968029e+001°)
9.33254300796973e+002	(4.44901305422960e+001dB,8.98670284883767e+001°)
9.54992586021417e+002	(4.42901348436428e+001dB,8.98639299777613e+001°)
9.77237220955792e+002	(4.40901393480352e+001dB,8.98607593336967e+001°)
9.99999999999981e+002	(4.38901440650734e+001dB,8.98575148720599e+001°)
1.02329299228073e+003	(4.36901490048157e+001dB,8.98541948814965e+001°)
1.04712854805088e+003	(4.34901541777903e+001dB,8.98507975808294e+001°)
1.07151930523759e+003	(4.32901595950339e+001dB,8.98473211825608e+001°)
1.09647819614316e+003	(4.30901652681042e+001dB,8.98437638464386e+001°)
1.12201845430194e+003	(4.28901712091058e+001dB,8.98401236784791e+001°)
1.14815362149686e+003	(4.26901774307259e+001dB,8.98363987716665e+001°)
1.17489755493951e+003	(4.24901839462415e+001dB,8.98325871215342e+001°)
1.20226443461739e+003	(4.22901907695726e+001dB,8.98286867236808e+001°)
1.23026877081236e+003	(4.20901979153005e+001dB,8.98246955196278e+001°)
1.25892541179414e+003	(4.18902053986890e+001dB,8.98206113653856e+001°)
1.28824955169311e+003	(4.16902132357469e+001dB,8.98164321289130e+001°)
1.31825673855638e+003	(4.14902214432347e+001dB,8.98121555903862e+001°)
1.34896288259163e+003	(4.12902300387022e+001dB,8.98077794485856e+001°)
1.38038426460286e+003	(4.10902390405644e+001dB,8.98033014410485e+001°)
1.41253754462273e+003	(4.08902484680794e+001dB,8.97987191380577e+001°)
1.44543977074590e+003	(4.06902583414587e+001dB,8.97940301613101e+001°)
1.47910838816818e+003	(4.04902686818494e+001dB,8.97892319854335e+001°)
1.51356124843618e+003	(4.02902795114345e+001dB,8.97843221035022e+001°)
1.54881661891245e+003	(4.00902908534347e+001dB,8.97792978815818e+001°)
1.58489319246108e+003	(3.98903027322032e+001dB,8.97741566862642e+001°)
1.62181009735890e+003	(3.96903151732427e+001dB,8.97688957770456e+001°)
1.65958690743753e+003	(3.94903282032865e+001dB,8.97635123731300e+001°)
1.69824365246171e+003	(3.92903418503409e+001dB,8.97580036064225e+001°)
1.73780082874934e+003	(3.90903561437703e+001dB,8.97523665806491e+001°)
1.77827941003889e+003	(3.88903711143438e+001dB,8.97465983166993e+001°)
1.81970085860995e+003	(3.86903867942902e+001dB,8.97406957206683e+001°)
1.86208713666283e+003	(3.84904032174165e+001dB,8.97346556959603e+001°)
1.90546071796321e+003	(3.82904204191441e+001dB,8.97284750429876e+001°)
1.94984459975801e+003	(3.80904384365973e+001dB,8.97221504801958e+001°)
1.99526231496884e+003	(3.78904573086906e+001dB,8.97156786498351e+001°)
2.04173794466949e+003	(3.76904770762262e+001dB,8.97090561389047e+001°)
2.08929613085400e+003	(3.74904977819672e+001dB,8.97022794317407e+001°)
2.13796208950219e+003	(3.72905194707438e+001dB,8.96953449308601e+001°)
2.18776162394951e+003	(3.70905421895708e+001dB,8.96882489853087e+001°)
2.23872113856829e+003	(3.68905659877220e+001dB,8.96809878203752e+001°)
2.29086765276773e+003	(3.66905909168763e+001dB,8.96735576037676e+001°)
2.34422881531987e+003	(3.64906170312058e+001dB,8.96659543827981e+001°)
2.39883291901944e+003	(3.62906443875360e+001dB,8.96581741504447e+001°)
2.45470891568498e+003	(3.60906730454411e+001dB,8.96502127748529e+001°)
2.51188643150953e+003	(3.58907030674146e+001dB,8.96420660576829e+001°)
2.57039578276881e+003	(3.56907345189724e+001dB,8.96337296559029e+001°)
2.63026799189533e+003	(3.54907674688475e+001dB,8.96251991551930e+001°)
2.69153480392686e+003	(3.52908019891522e+001dB,8.96164700674356e+001°)
2.75422870333811e+003	(3.50908381554924e+001dB,8.96075377371441e+001°)
2.81838293126440e+003	(3.48908760472288e+001dB,8.95983974753278e+001°)
2.88403150312655e+003	(3.46909157475695e+001dB,8.95890444050973e+001°)
2.95120922666632e+003	(3.44909573438326e+001dB,8.95794735650549e+001°)
3.01995172040195e+003	(3.42910009276757e+001dB,8.95696799367547e+001°)
3.09029543251353e+003	(3.40910465952026e+001dB,8.95596582749215e+001°)
3.16227766016831e+003	(3.38910944473463e+001dB,8.95494033319168e+001°)
3.23593656929621e+003	(3.36911445899544e+001dB,8.95389096271272e+001°)
3.31131121482584e+003	(3.34911971341814e+001dB,8.95281716409155e+001°)
3.38844156139195e+003	(3.32912521966371e+001dB,8.95171836444947e+001°)
3.46736850452524e+003	(3.30913098997438e+001dB,8.95059398026872e+001°)
3.54813389233568e+003	(3.28913703720842e+001dB,8.94944342311044e+001°)
3.63078054770094e+003	(3.26914337485483e+001dB,8.94826607802043e+001°)
3.71535229097165e+003	(3.24915001707775e+001dB,8.94706131832564e+001°)
3.80189396320553e+003	(3.22915697875777e+001dB,8.94582851283450e+001°)
3.89045144994272e+003	(3.20916427550685e+001dB,8.94456699966059e+001°)
3.98107170553489e+003	(3.18917192373084e+001dB,8.94327611463239e+001°)
4.07380277804104e+003	(3.16917994065599e+001dB,8.94195517419209e+001°)
4.16869383470326e+003	(3.14918834436817e+001dB,8.94060347193076e+001°)
4.26579518801584e+003	(3.12919715387138e+001dB,8.93922029330819e+001°)
4.36515832240157e+003	(3.10920638911938e+001dB,8.93780489851149e+001°)
4.46683592150954e+003	(3.08921607108695e+001dB,8.93635654472822e+001°)
4.57088189614865e+003	(3.06922622178949e+001dB,8.93487445229205e+001°)
4.67735141287188e+003	(3.04923686437832e+001dB,8.93335784512310e+001°)
4.78630092322628e+003	(3.02924802314880e+001dB,8.93180590167543e+001°)
4.89778819368436e+003	(3.00925972365240e+001dB,8.93021780444085e+001°)
5.01187233627261e+003	(2.98927199272228e+001dB,8.92859270299285e+001°)
5.12861383991354e+003	(2.96928485855562e+001dB,8.92692972857243e+001°)
5.24807460249761e+003	(2.94929835079111e+001dB,8.92522799955469e+001°)
5.37031796370241e+003	(2.92931250056150e+001dB,8.92348660262982e+001°)
5.49540873857613e+003	(2.90932734058429e+001dB,8.92170460429242e+001°)
5.62341325190337e+003	(2.88934290524275e+001dB,8.91988105017444e+001°)
5.75439937337144e+003	(2.86935923067482e+001dB,8.91801496738718e+001°)
5.88843655355576e+003	(2.84937635484248e+001dB,8.91610534864048e+001°)
6.02559586074345e+003	(2.82939431764362e+001dB,8.91415116666303e+001°)
6.16595001861469e+003	(2.80941316100992e+001dB,8.91215137343002e+001°)
6.30957344480180e+003	(2.78943292899643e+001dB,8.91010489026300e+001°)
6.45654229034642e+003	(2.76945366787831e+001dB,8.90801060093177e+001°)
6.60693448007582e+003	(2.74947542629597e+001dB,8.90586737504900e+001°)
6.76082975391967e+003	(2.72949825535934e+001dB,8.90367405807095e+001°)
6.91830970918921e+003	(2.70952220873206e+001dB,8.90142944610004e+001°)
7.07945784384122e+003	(2.68954734280186e+001dB,8.89913231523431e+001°)
7.24435960074974e+003	(2.66957371680382e+001dB,8.89678141448545e+001°)
7.41310241300901e+003	(2.64960139294260e+001dB,8.89437545562232e+001°)
7.58577575029167e+003	(2.62963043652841e+001dB,8.89191310903456e+001°)
7.76247116628675e+003	(2.60966091613885e+001dB,8.88939301167870e+001°)
7.94328234724264e+003	(2.58969290380992e+001dB,8.88681378709985e+001°)
8.12830516164081e+003	(2.56972647507844e+001dB,8.88417397747072e+001°)
8.31763771102653e+003	(2.54976170929541e+001dB,8.88147212717955e+001°)
8.51138038202358e+003	(2.52979868967839e+001dB,8.87870671475489e+001°)
8.70963589956061e+003	(2.50983750354747e+001dB,8.87587618478597e+001°)
8.91250938133726e+003	(2.48987824248536e+001dB,8.87297893429667e+001°)
9.12010839355889e+003	(2.46992100257454e+001dB,8.87001333543161e+001°)
9.33254300796970e+003	(2.44996588447671e+001dB,8.86697767621146e+001°)
9.54992586021414e+003	(2.43001299374136e+001dB,8.86387021338579e+001°)
9.77237220955789e+003	(2.41006244101704e+001dB,8.86068917062812e+001°)
9.99999999999977e+003	(2.39011434214766e+001dB,8.85743268208001e+001°)
1.02329299228073e+004	(2.37016881856287e+001dB,8.85409886918638e+001°)
1.04712854805088e+004	(2.35022599731725e+001dB,8.85068575373735e+001°)
1.07151930523758e+004	(2.33028601147103e+001dB,8.84719132237355e+001°)
1.09647819614316e+004	(2.31034900026197e+001dB,8.84361349397905e+001°)
1.12201845430194e+004	(2.29041510939509e+001dB,8.83995013545658e+001°)
1.14815362149686e+004	(2.27048449115959e+001dB,8.83619900463915e+001°)
1.17489755493950e+004	(2.25055730489799e+001dB,8.83235783248822e+001°)
1.20226443461739e+004	(2.23063371713922e+001dB,8.82842426573387e+001°)
1.23026877081235e+004	(2.21071390191836e+001dB,8.82439588210718e+001°)
1.25892541179414e+004	(2.19079804090678e+001dB,8.82027013268843e+001°)
1.28824955169310e+004	(2.17088632401435e+001dB,8.81604445378466e+001°)
1.31825673855638e+004	(2.15097894936896e+001dB,8.81171614832989e+001°)
1.34896288259162e+004	(2.13107612373061e+001dB,8.80728242467636e+001°)
1.38038426460285e+004	(2.11117806296666e+001dB,8.80274044729311e+001°)
1.41253754462272e+004	(2.09128499200652e+001dB,8.79808721153401e+001°)
1.44543977074589e+004	(2.07139714556929e+001dB,8.79331967267360e+001°)
1.47910838816817e+004	(2.05151476820050e+001dB,8.78843464445696e+001°)
1.51356124843617e+004	(2.03163811476262e+001dB,8.78342884281482e+001°)
1.54881661891245e+004	(2.01176745060066e+001dB,8.77829882632165e+001°)
1.58489319246108e+004	(1.99190305230708e+001dB,8.77304111203853e+001°)
1.62181009735889e+004	(1.97204520746281e+001dB,8.76765198818856e+001°)
1.65958690743752e+004	(1.95219421563349e+001dB,8.76212768994363e+001°)
1.69824365246170e+004	(1.93235038834498e+001dB,8.75646427807733e+001°)
1.73780082874933e+004	(1.91251404949667e+001dB,8.75065764446436e+001°)
1.77827941003888e+004	(1.89268553607124e+001dB,8.74470358984644e+001°)
1.81970085860994e+004	(1.87286519801594e+001dB,8.73859768321190e+001°)
1.86208713666282e+004	(1.85305339902768e+001dB,8.73233535689501e+001°)
1.90546071796320e+004	(1.83325051691105e+001dB,8.72591188616403e+001°)
1.94984459975800e+004	(1.81345694366931e+001dB,8.71932230781202e+001°)
1.99526231496883e+004	(1.79367308627203e+001dB,8.71256150167091e+001°)
2.04173794466948e+004	(1.77389936689831e+001dB,8.70562414446206e+001°)
2.08929613085399e+004	(1.75413622309649e+001dB,8.69850465099666e+001°)
