Freq.	V(rs)/V(inp)
2.13796208950218e+004	(1.73438410876082e+001dB,8.69119729628547e+001°)
2.18776162394950e+004	(1.71464349360180e+001dB,8.68369601028696e+001°)
2.23872113856829e+004	(1.69491486438805e+001dB,8.67599455918228e+001°)
2.29086765276772e+004	(1.67519872476570e+001dB,8.66808642343513e+001°)
2.34422881531987e+004	(1.65549559560556e+001dB,8.65996479610321e+001°)
2.39883291901943e+004	(1.63580601513494e+001dB,8.65162254407119e+001°)
2.45470891568497e+004	(1.61613053980049e+001dB,8.64305231352719e+001°)
2.51188643150952e+004	(1.59646974343413e+001dB,8.63424632018671e+001°)
2.57039578276880e+004	(1.57682421869125e+001dB,8.62519657381195e+001°)
2.63026799189532e+004	(1.55719457573904e+001dB,8.61589460612554e+001°)
2.69153480392685e+004	(1.53758144326152e+001dB,8.60633163284132e+001°)
2.75422870333810e+004	(1.51798546791430e+001dB,8.59649844870276e+001°)
2.81838293126439e+004	(1.49840731452244e+001dB,8.58638546638154e+001°)
2.88403150312654e+004	(1.47884766530490e+001dB,8.57598260923835e+001°)
2.95120922666631e+004	(1.45930721993221e+001dB,8.56527935985416e+001°)
3.01995172040194e+004	(1.43978669503358e+001dB,8.55426473476226e+001°)
3.09029543251352e+004	(1.42028682298232e+001dB,8.54292717337137e+001°)
3.16227766016830e+004	(1.40080835186771e+001dB,8.53125463063949e+001°)
3.23593656929620e+004	(1.38135204384552e+001dB,8.51923445105897e+001°)
3.31131121482583e+004	(1.36191867442242e+001dB,8.50685341003596e+001°)
3.38844156139194e+004	(1.34250903040984e+001dB,8.49409759692169e+001°)
3.46736850452523e+004	(1.32312390891850e+001dB,8.48095247728186e+001°)
3.54813389233567e+004	(1.30376411503603e+001dB,8.46740280881502e+001°)
3.63078054770093e+004	(1.28443045913990e+001dB,8.45343255566475e+001°)
3.71535229097164e+004	(1.26512375449872e+001dB,8.43902488535086e+001°)
3.80189396320552e+004	(1.24584481583819e+001dB,8.42416232026804e+001°)
3.89045144994271e+004	(1.22659445192224e+001dB,8.40882621357557e+001°)
3.98107170553488e+004	(1.20737346693173e+001dB,8.39299734232633e+001°)
4.07380277804103e+004	(1.18818265051974e+001dB,8.37665521170689e+001°)
4.16869383470325e+004	(1.16902277757512e+001dB,8.35977856014969e+001°)
4.26579518801582e+004	(1.14989459945385e+001dB,8.34234494904384e+001°)
4.36515832240155e+004	(1.13079883824871e+001dB,8.32433078376956e+001°)
4.46683592150952e+004	(1.11173618230172e+001dB,8.30571152490616e+001°)
4.57088189614864e+004	(1.09270727400444e+001dB,8.28646117820542e+001°)
4.67735141287187e+004	(1.07371270452659e+001dB,8.26655259932216e+001°)
4.78630092322627e+004	(1.05475300352672e+001dB,8.24595736545993e+001°)
4.89778819368434e+004	(1.03582862670097e+001dB,8.22464555086627e+001°)
5.01187233627260e+004	(1.01693994568189e+001dB,8.20258583729803e+001°)
5.12861383991352e+004	(9.98087235080161e+000dB,8.17974545660886e+001°)
5.24807460249760e+004	(9.79270657124233e+000dB,8.15609003829933e+001°)
5.37031796370239e+004	(9.60490246743077e+000dB,8.13158362545074e+001°)
5.49540873857611e+004	(9.41745893237653e+000dB,8.10618852514357e+001°)
5.62341325190335e+004	(9.23037324646713e+000dB,8.07986551884353e+001°)
5.75439937337143e+004	(9.04364081754809e+000dB,8.05257336100103e+001°)
5.88843655355574e+004	(8.85725501620645e+000dB,8.02426921107123e+001°)
6.02559586074343e+004	(8.67120689870541e+000dB,7.99490830845868e+001°)
6.16595001861467e+004	(8.48548494704090e+000dB,7.96444396395883e+001°)
6.30957344480177e+004	(8.30007479166484e+000dB,7.93282758274966e+001°)
6.45654229034639e+004	(8.11495894023625e+000dB,7.90000888588199e+001°)
6.60693448007579e+004	(7.93011635339405e+000dB,7.86593522011899e+001°)
6.76082975391965e+004	(7.74552222106817e+000dB,7.83055246704435e+001°)
6.91830970918919e+004	(7.56114748334167e+000dB,7.79380433530650e+001°)
7.07945784384120e+004	(7.37695849048133e+000dB,7.75563280611392e+001°)
7.24435960074972e+004	(7.19291656076507e+000dB,7.71597805606769e+001°)
7.41310241300899e+004	(7.00897753578557e+000dB,7.67477854583368e+001°)
7.58577575029165e+004	(6.82509133367835e+000dB,7.63197125296617e+001°)
7.76247116628672e+004	(6.64120142872912e+000dB,7.58749160710721e+001°)
7.94328234724261e+004	(6.45724436625864e+000dB,7.54127378816294e+001°)
8.12830516164079e+004	(6.27314926974086e+000dB,7.49325108463650e+001°)
8.31763771102650e+004	(6.08883725566814e+000dB,7.44335582825375e+001°)
8.51138038202355e+004	(5.90422095785502e+000dB,7.39152002751974e+001°)
8.70963589956058e+004	(5.71920396294145e+000dB,7.33767553928839e+001°)
8.91250938133723e+004	(5.53368031411692e+000dB,7.28175462004077e+001°)
9.12010839355886e+004	(5.34753393543895e+000dB,7.22369002810702e+001°)
9.33254300796967e+004	(5.16063827338696e+000dB,7.16341615597870e+001°)
9.54992586021411e+004	(4.97285576518640e+000dB,7.10086912120073e+001°)
9.77237220955786e+004	(4.78403750678364e+000dB,7.03598766160602e+001°)
9.99999999999974e+004	(4.59402294862709e+000dB,6.96871386769562e+001°)
1.02329299228073e+005	(4.40263966118529e+000dB,6.89899389246516e+001°)
1.04712854805087e+005	(4.20970320757077e+000dB,6.82677872926157e+001°)
1.07151930523758e+005	(4.01501727726831e+000dB,6.75202563759295e+001°)
1.09647819614316e+005	(3.81837371024208e+000dB,6.67469845152826e+001°)
1.12201845430193e+005	(3.61955291298646e+000dB,6.59476893084179e+001°)
1.14815362149685e+005	(3.41832444346380e+000dB,6.51221800769847e+001°)
1.17489755493950e+005	(3.21444771781070e+000dB,6.42703665245662e+001°)
1.20226443461738e+005	(3.00767298059332e+000dB,6.33922687975809e+001°)
1.23026877081235e+005	(2.79774262304777e+000dB,6.24880313169408e+001°)
1.25892541179413e+005	(2.58439259064784e+000dB,6.15579291243784e+001°)
1.28824955169310e+005	(2.36735427593016e+000dB,6.06023822793216e+001°)
1.31825673855637e+005	(2.14635647048894e+000dB,5.96219609082269e+001°)
1.34896288259162e+005	(1.92112763795308e+000dB,5.86173915819977e+001°)
1.38038426460285e+005	(1.69139853745353e+000dB,5.75895663011187e+001°)
1.41253754462272e+005	(1.45690491155145e+000dB,5.65395438613245e+001°)
1.44543977074589e+005	(1.21739043256193e+000dB,5.54685523451592e+001°)
1.47910838816817e+005	(9.72609678082662e-001dB,5.43779856407404e+001°)
1.51356124843617e+005	(7.22331244141247e-001dB,5.32694001432784e+001°)
1.54881661891244e+005	(4.66340881654427e-001dB,5.21445097158005e+001°)
1.58489319246107e+005	(2.04444424157180e-001dB,5.10051730375144e+001°)
1.62181009735889e+005	(-6.35293594164799e-002dB,4.98533813202212e+001°)
1.65958690743752e+005	(-3.37726179118489e-001dB,4.86912423288212e+001°)
1.69824365246170e+005	(-6.18263960212256e-001dB,4.75209617883365e+001°)
1.73780082874933e+005	(-9.05230950735782e-001dB,4.63448233252677e+001°)
1.77827941003888e+005	(-1.19868438731468e+000dB,4.51651625590416e+001°)
1.81970085860994e+005	(-1.49864944885663e+000dB,4.39843479305912e+001°)
1.86208713666282e+005	(-1.80511891310689e+000dB,4.28047543166052e+001°)
1.90546071796320e+005	(-2.11805343100534e+000dB,4.16287334249981e+001°)
1.94984459975799e+005	(-2.43738205616849e+000dB,4.04585957708745e+001°)
1.99526231496883e+005	(-2.76300345819603e+000dB,3.92965873128122e+001°)
2.04173794466948e+005	(-3.09478777372036e+000dB,3.81448607384171e+001°)
2.08929613085398e+005	(-3.43257849706282e+000dB,3.70054644744580e+001°)
2.13796208950218e+005	(-3.77619504605550e+000dB,3.58803208802157e+001°)
2.18776162394949e+005	(-4.12543555360610e+000dB,3.47712088503016e+001°)
2.23872113856828e+005	(-4.48007958720203e+000dB,3.36797616452675e+001°)
2.29086765276771e+005	(-4.83989135027665e+000dB,3.26074515474562e+001°)
2.34422881531986e+005	(-5.20462282069860e+000dB,3.15555814329667e+001°)
2.39883291901943e+005	(-5.57401655649656e+000dB,3.05252944148609e+001°)
2.45470891568497e+005	(-5.94780888933684e+000dB,2.95175625236789e+001°)
2.51188643150951e+005	(-6.32573265321194e+000dB,2.85331930749020e+001°)
2.57039578276880e+005	(-6.70751983885873e+000dB,2.75728310782957e+001°)
2.63026799189531e+005	(-7.09290388913005e+000dB,2.66369710059629e+001°)
2.69153480392684e+005	(-7.48162189693496e+000dB,2.57259617189838e+001°)
2.75422870333809e+005	(-7.87341649438343e+000dB,2.48400148279308e+001°)
2.81838293126438e+005	(-8.26803745053772e+000dB,2.39792153978989e+001°)
2.88403150312653e+005	(-8.66524302932896e+000dB,2.31435316966022e+001°)
2.95120922666631e+005	(-9.06480105058204e+000dB,2.23328282330368e+001°)
3.01995172040193e+005	(-9.46648978562539e+000dB,2.15468735984278e+001°)
3.09029543251351e+005	(-9.87009853788675e+000dB,2.07853549254743e+001°)
3.16227766016829e+005	(-1.02754281382104e+001dB,2.00478830460163e+001°)
3.23593656929619e+005	(-1.06822911173820e+001dB,1.93340084728603e+001°)
3.31131121482582e+005	(-1.10905118656987e+001dB,1.86432248550538e+001°)
3.38844156139193e+005	(-1.14999265156319e+001dB,1.79749838374815e+001°)
3.46736850452522e+005	(-1.19103828269972e+001dB,1.73286987773118e+001°)
3.54813389233566e+005	(-1.23217399350808e+001dB,1.67037507879529e+001°)
3.63078054770091e+005	(-1.27338679243846e+001dB,1.60995046203553e+001°)
3.71535229097162e+005	(-1.31466475018772e+001dB,1.55153073619552e+001°)
3.80189396320551e+005	(-1.35599695803986e+001dB,1.49504894705760e+001°)
3.89045144994270e+005	(-1.39737346689345e+001dB,1.44043847350053e+001°)
3.98107170553486e+005	(-1.43878525263260e+001dB,1.38763150518120e+001°)
4.07380277804102e+005	(-1.48022414669192e+001dB,1.33656167782059e+001°)
4.16869383470324e+005	(-1.52168279780069e+001dB,1.28716259318500e+001°)
4.26579518801581e+005	(-1.56315461798883e+001dB,1.23936824662739e+001°)
4.36515832240154e+005	(-1.60463372426965e+001dB,1.19311431810455e+001°)
4.46683592150951e+005	(-1.64611489215178e+001dB,1.14833791682006e+001°)
4.57088189614862e+005	(-1.68759351163072e+001dB,1.10497698613883e+001°)
4.67735141287185e+005	(-1.72906553508000e+001dB,1.06297133877882e+001°)
4.78630092322625e+005	(-1.77052743472761e+001dB,1.02226245600182e+001°)
4.89778819368433e+005	(-1.81197615818909e+001dB,9.82794018698257e+000°)
5.01187233627259e+005	(-1.85340909532737e+001dB,9.44510598469319e+000°)
5.12861383991351e+005	(-1.89482403355349e+001dB,9.07359056395381e+000°)
5.24807460249758e+005	(-1.93621912423821e+001dB,8.71288260325344e+000°)
5.37031796370238e+005	(-1.97759285226582e+001dB,8.36248482966624e+000°)
5.49540873857609e+005	(-2.01894400000555e+001dB,8.02192610704960e+000°)
5.62341325190334e+005	(-2.06027162499578e+001dB,7.69074607899008e+000°)
5.75439937337141e+005	(-2.10157502720334e+001dB,7.36851012477022e+000°)
5.88843655355573e+005	(-2.14285373079109e+001dB,7.05479230761981e+000°)
6.02559586074341e+005	(-2.18410745663911e+001dB,6.74918717235231e+000°)
6.16595001861465e+005	(-2.22533610012864e+001dB,6.45131391556998e+000°)
6.30957344480176e+005	(-2.26653971845114e+001dB,6.16079611857337e+000°)
6.45654229034638e+005	(-2.30771850577290e+001dB,5.87728261721123e+000°)
6.60693448007578e+005	(-2.34887278100310e+001dB,5.60043481341070e+000°)
6.76082975391963e+005	(-2.39000297270391e+001dB,5.32992616480813e+000°)
6.91830970918917e+005	(-2.43110960203511e+001dB,5.06545390269477e+000°)
7.07945784384118e+005	(-2.47219327619266e+001dB,4.80671712693052e+000°)
7.24435960074970e+005	(-2.51325467035902e+001dB,4.55344076042204e+000°)
7.41310241300897e+005	(-2.55429452364368e+001dB,4.30535057796743e+000°)
7.58577575029163e+005	(-2.59531362407783e+001dB,4.06219413470711e+000°)
7.76247116628670e+005	(-2.63631280298164e+001dB,3.82372804639205e+000°)
7.94328234724259e+005	(-2.67729292684151e+001dB,3.58971751609923e+000°)
8.12830516164076e+005	(-2.71825488669936e+001dB,3.35995121099150e+000°)
8.31763771102648e+005	(-2.75919959860503e+001dB,3.13420709588702e+000°)
8.51138038202353e+005	(-2.80012798838898e+001dB,2.91229494155848e+000°)
8.70963589956056e+005	(-2.84104099412983e+001dB,2.69401604064369e+000°)
8.91250938133721e+005	(-2.88193955251366e+001dB,2.47920578207408e+000°)
9.12010839355884e+005	(-2.92282460434946e+001dB,2.26767801395301e+000°)
9.33254300796965e+005	(-2.96369708024859e+001dB,2.05927687632955e+000°)
9.54992586021409e+005	(-3.00455790148859e+001dB,1.85384882013243e+000°)
9.77237220955783e+005	(-3.04540797482616e+001dB,1.65124841324866e+000°)
9.99999999999972e+005	(-3.08624818867099e+001dB,1.45133801880125e+000°)
1.02329299228073e+006	(-3.12707940943927e+001dB,1.25398748513391e+000°)
1.04712854805087e+006	(-3.16790247850548e+001dB,1.05907076947353e+000°)
1.07151930523758e+006	(-3.20871820702846e+001dB,8.66477955231404e-001°)
1.09647819614315e+006	(-3.24952737540588e+001dB,6.76096510738242e-001°)
1.12201845430193e+006	(-3.29033072866613e+001dB,4.87820241438636e-001°)
1.14815362149685e+006	(-3.33112897255443e+001dB,3.01555180490839e-001°)
1.17489755493950e+006	(-3.37192277135031e+001dB,1.17213170093269e-001°)
1.20226443461738e+006	(-3.41271274558276e+001dB,-6.52945616756666e-002°)
1.23026877081235e+006	(-3.45349946855590e+001dB,-2.46054584984987e-001°)
1.25892541179413e+006	(-3.49428346083869e+001dB,-4.25129957540908e-001°)
1.28824955169310e+006	(-3.53506519245314e+001dB,-6.02603621725005e-001°)
1.31825673855637e+006	(-3.57584507417284e+001dB,-7.78529363071162e-001°)
1.34896288259162e+006	(-3.61662346023653e+001dB,-9.52981388933413e-001°)
1.38038426460285e+006	(-3.65740064001155e+001dB,-1.12600527937339e+000°)
1.41253754462271e+006	(-3.69817684047973e+001dB,-1.29766759147937e+000°)
1.44543977074589e+006	(-3.73895221888048e+001dB,-1.46801297722768e+000°)
1.47910838816817e+006	(-3.77972686200085e+001dB,-1.63708297161827e+000°)
1.51356124843616e+006	(-3.82050078524662e+001dB,-1.80493480382060e+000°)
1.54881661891244e+006	(-3.86127392649720e+001dB,-1.97160469007713e+000°)
1.58489319246107e+006	(-3.90204614606123e+001dB,-2.13713282820726e+000°)
1.62181009735888e+006	(-3.94281722321423e+001dB,-2.30155138416415e+000°)
1.65958690743751e+006	(-3.98358685616656e+001dB,-2.46490951857570e+000°)
1.69824365246170e+006	(-4.02435465732180e+001dB,-2.62724287523955e+000°)
1.73780082874933e+006	(-4.06512015108841e+001dB,-2.78856775767811e+000°)
1.77827941003887e+006	(-4.10588277679379e+001dB,-2.94893705863736e+000°)
1.81970085860993e+006	(-4.14664188269401e+001dB,-3.10838507336928e+000°)
1.86208713666281e+006	(-4.18739672501231e+001dB,-3.26692787265048e+000°)
1.90546071796319e+006	(-4.22814647127745e+001dB,-3.42461926777099e+000°)
1.94984459975799e+006	(-4.26889019501181e+001dB,-3.58148945078342e+000°)
1.99526231496882e+006	(-4.30962687779371e+001dB,-3.73757626523303e+000°)
2.04173794466947e+006	(-4.35035540879523e+001dB,-3.89291942751060e+000°)
2.08929613085398e+006	(-4.39107458551698e+001dB,-4.04756710078751e+000°)
2.13796208950217e+006	(-4.43178311238088e+001dB,-4.20154540024517e+000°)
2.18776162394949e+006	(-4.47247960579940e+001dB,-4.35492056014413e+000°)
2.23872113856827e+006	(-4.51316259173990e+001dB,-4.50774371842840e+000°)
2.29086765276771e+006	(-4.55383050745564e+001dB,-4.66005128618415e+000°)
2.34422881531985e+006	(-4.59448170717747e+001dB,-4.81192710131266e+000°)
2.39883291901942e+006	(-4.63511445862690e+001dB,-4.96341009485055e+000°)
2.45470891568496e+006	(-4.67572695141169e+001dB,-5.11459349572528e+000°)
2.51188643150951e+006	(-4.71631729460046e+001dB,-5.26553863845941e+000°)
2.57039578276879e+006	(-4.75688352188716e+001dB,-5.41631233990766e+000°)
2.63026799189531e+006	(-4.79742359667543e+001dB,-5.56702426599510e+000°)
2.69153480392684e+006	(-4.83793541125668e+001dB,-5.71775302818076e+000°)
2.75422870333809e+006	(-4.87841679230183e+001dB,-5.86858350250156e+000°)
2.81838293126437e+006	(-4.91886550619066e+001dB,-6.01964413426924e+000°)
2.88403150312652e+006	(-4.95927925808287e+001dB,-6.17102059469114e+000°)
2.95120922666630e+006	(-4.99965570046108e+001dB,-6.32285485084214e+000°)
3.01995172040193e+006	(-5.03999243229383e+001dB,-6.47525877180069e+000°)
3.09029543251350e+006	(-5.08028700493006e+001dB,-6.62836370347196e+000°)
3.16227766016829e+006	(-5.12053692423639e+001dB,-6.78229584235258e+000°)
3.23593656929619e+006	(-5.16073965603531e+001dB,-6.93722577373285e+000°)
3.31131121482581e+006	(-5.20089262570307e+001dB,-7.09329434536282e+000°)
3.38844156139193e+006	(-5.24099322325552e+001dB,-7.25066216704817e+000°)
3.46736850452521e+006	(-5.28103880482647e+001dB,-7.40948490620672e+000°)
3.54813389233565e+006	(-5.32102669708939e+001dB,-7.56996276176803e+000°)
3.63078054770091e+006	(-5.36095419565102e+001dB,-7.73225390246395e+000°)
3.71535229097161e+006	(-5.40081857097000e+001dB,-7.89657338204100e+000°)
3.80189396320550e+006	(-5.44061706626733e+001dB,-8.06310655644795e+000°)
3.89045144994269e+006	(-5.48034690124515e+001dB,-8.23207088867496e+000°)
3.98107170553485e+006	(-5.52000527009524e+001dB,-8.40364171736359e+000°)
4.07380277804101e+006	(-5.55958934644582e+001dB,-8.57806352632550e+000°)
4.16869383470323e+006	(-5.59909628079628e+001dB,-8.75557571131091e+000°)
4.26579518801580e+006	(-5.63852320020710e+001dB,-8.93640017974651e+000°)
4.36515832240153e+006	(-5.67786720956083e+001dB,-9.12077842416470e+000°)
4.46683592150950e+006	(-5.71712539030020e+001dB,-9.30894676259645e+000°)
4.57088189614861e+006	(-5.75629480205835e+001dB,-9.50119815958639e+000°)
4.67735141287184e+006	(-5.79537247676306e+001dB,-9.69773379561609e+000°)
4.78630092322624e+006	(-5.83435542552423e+001dB,-9.89888568666799e+000°)
4.89778819368431e+006	(-5.87324063042434e+001dB,-1.01049064235562e+001°)
5.01187233627257e+006	(-5.91202504734468e+001dB,-1.03160804903809e+001°)
5.12861383991349e+006	(-5.95070560405751e+001dB,-1.05326995378259e+001°)
5.24807460249757e+006	(-5.98927919916161e+001dB,-1.07550623968185e+001°)
5.37031796370236e+006	(-6.02774270104363e+001dB,-1.09834750948532e+001°)
5.49540873857608e+006	(-6.06609294688858e+001dB,-1.12182508731497e+001°)
5.62341325190332e+006	(-6.10432674176920e+001dB,-1.14597102026088e+001°)
5.75439937337139e+006	(-6.14244085783535e+001dB,-1.17081807960095e+001°)
5.88843655355571e+006	(-6.18043203363463e+001dB,-1.19639976139943e+001°)
6.02559586074339e+006	(-6.21829697282986e+001dB,-1.22274781222987e+001°)
6.16595001861463e+006	(-6.25603234676356e+001dB,-1.24990212317338e+001°)
6.30957344480174e+006	(-6.29363478980201e+001dB,-1.27789588315206e+001°)
6.45654229034636e+006	(-6.33110090224683e+001dB,-1.30676546925149e+001°)
6.60693448007576e+006	(-6.36842724971716e+001dB,-1.33654796517113e+001°)
6.76082975391961e+006	(-6.40561036413182e+001dB,-1.36728362472670e+001°)
6.91830970918915e+006	(-6.44264674064433e+001dB,-1.39900348824683e+001°)
7.07945784384116e+006	(-6.47953284594816e+001dB,-1.43175657904655e+001°)
7.24435960074968e+006	(-6.51626510848577e+001dB,-1.46557277210202e+001°)
7.41310241300895e+006	(-6.55283992969010e+001dB,-1.50049987807669e+001°)
7.58577575029160e+006	(-6.58925367789795e+001dB,-1.53657887238505e+001°)
7.76247116628668e+006	(-6.62550268930491e+001dB,-1.57384385873842e+001°)
7.94328234724257e+006	(-6.66158327493931e+001dB,-1.61234429350232e+001°)
8.12830516164074e+006	(-6.69749171535899e+001dB,-1.65212267117599e+001°)
8.31763771102645e+006	(-6.73322426207204e+001dB,-1.69321694365857e+001°)
8.51138038202350e+006	(-6.76877714010219e+001dB,-1.73566788092483e+001°)
8.70963589956053e+006	(-6.80414655095967e+001dB,-1.77952889882230e+001°)
8.91250938133718e+006	(-6.83932866604480e+001dB,-1.82484124233927e+001°)
9.12010839355881e+006	(-6.87431962840992e+001dB,-1.87164132421517e+001°)
9.33254300796962e+006	(-6.90911555739379e+001dB,-1.91998042658252e+001°)
9.54992586021406e+006	(-6.94371254091691e+001dB,-1.96989986095586e+001°)
9.77237220955780e+006	(-6.97810663721842e+001dB,-2.02144323190058e+001°)
9.99999999999968e+006	(-7.01229387207737e+001dB,-2.07465384823838e+001°)
1.02329299228072e+007	(-7.04627023613215e+001dB,-2.12957460068558e+001°)
1.04712854805087e+007	(-7.08003168157212e+001dB,-2.18624783183928e+001°)
1.07151930523757e+007	(-7.11357411820922e+001dB,-2.24471519885783e+001°)
1.09647819614315e+007	(-7.14689340888127e+001dB,-2.30501752902979e+001°)
1.12201845430193e+007	(-7.17998536422375e+001dB,-2.36719466863730e+001°)
1.14815362149685e+007	(-7.21284573811368e+001dB,-2.43129027382186e+001°)
1.17489755493949e+007	(-7.24547021449617e+001dB,-2.49732690580895e+001°)
1.20226443461737e+007	(-7.27785441367236e+001dB,-2.56535534542201e+001°)
1.23026877081234e+007	(-7.30999387270932e+001dB,-2.63540988522302e+001°)
1.25892541179413e+007	(-7.34188403732004e+001dB,-2.70750815227894e+001°)
1.28824955169309e+007	(-7.37352026570768e+001dB,-2.78169546265780e+001°)
1.31825673855636e+007	(-7.40489780780957e+001dB,-2.85800010373002e+001°)
1.34896288259161e+007	(-7.43601179648897e+001dB,-2.93643314954356e+001°)
1.38038426460284e+007	(-7.46685725275753e+001dB,-3.01703775898673e+001°)
1.41253754462271e+007	(-7.49742905658312e+001dB,-3.09981476550047e+001°)
1.44543977074588e+007	(-7.52772195981220e+001dB,-3.18479671815048e+001°)
1.47910838816816e+007	(-7.55773056345934e+001dB,-3.27199326792351e+001°)
1.51356124843616e+007	(-7.58744931817998e+001dB,-3.36141573050561e+001°)
1.54881661891243e+007	(-7.61687251742798e+001dB,-3.45307196319963e+001°)
1.58489319246106e+007	(-7.64599429479046e+001dB,-3.54697114376876e+001°)
1.62181009735888e+007	(-7.67480861548171e+001dB,-3.64310381385953e+001°)
1.65958690743751e+007	(-7.70330928281518e+001dB,-3.74146646503374e+001°)
1.69824365246169e+007	(-7.73148993953394e+001dB,-3.84206139173646e+001°)
1.73780082874932e+007	(-7.75934406368377e+001dB,-3.94487181230355e+001°)
1.77827941003886e+007	(-7.78686498045856e+001dB,-4.04988153628228e+001°)
1.81970085860992e+007	(-7.81404587078283e+001dB,-4.15707485054594e+001°)
1.86208713666281e+007	(-7.84087977310384e+001dB,-4.26640672897177e+001°)
1.90546071796318e+007	(-7.86735961990162e+001dB,-4.37787202405990e+001°)
1.94984459975798e+007	(-7.89347822957524e+001dB,-4.49142622392219e+001°)
1.99526231496881e+007	(-7.91922834119379e+001dB,-4.60702993595953e+001°)
2.04173794466946e+007	(-7.94460263489673e+001dB,-4.72463895685033e+001°)
2.08929613085397e+007	(-7.96959375861498e+001dB,-4.84420425973182e+001°)
2.13796208950216e+007	(-7.99419436129986e+001dB,-4.96568189873031e+001°)
2.18776162394948e+007	(-8.01839710815644e+001dB,-5.08898355632963e+001°)
2.23872113856826e+007	(-8.04219475091509e+001dB,-5.21407556338850e+001°)
2.29086765276770e+007	(-8.06558013080712e+001dB,-5.34088001058843e+001°)
2.34422881531984e+007	(-8.08854623605699e+001dB,-5.46932433460412e+001°)
2.39883291901941e+007	(-8.11108624026692e+001dB,-5.59933154975174e+001°)
2.45470891568495e+007	(-8.13319354569892e+001dB,-5.73082040220153e+001°)
2.51188643150950e+007	(-8.15486182753121e+001dB,-5.86370555011153e+001°)
2.57039578276878e+007	(-8.17608507858208e+001dB,-5.99789776943656e+001°)
2.63026799189529e+007	(-8.19685765398584e+001dB,-6.13330418514384e+001°)
2.69153480392683e+007	(-8.21717431526244e+001dB,-6.26982852656374e+001°)
2.75422870333807e+007	(-8.23703027321485e+001dB,-6.40737140626459e+001°)
2.81838293126436e+007	(-8.25642122909972e+001dB,-6.54583062049958e+001°)
2.88403150312651e+007	(-8.27534341349497e+001dB,-6.68510146958594e+001°)
2.95120922666629e+007	(-8.29379362232309e+001dB,-6.82507709615618e+001°)
3.01995172040191e+007	(-8.31176924950988e+001dB,-6.96564883809242e+001°)
3.09029543251349e+007	(-8.32926831583651e+001dB,-7.10670659461823e+001°)
3.16227766016827e+007	(-8.34628949350780e+001dB,-7.24813920106172e+001°)
3.23593656929617e+007	(-8.36283213090268e+001dB,-7.38984470664275e+001°)
3.31131121482580e+007	(-8.37889624378276e+001dB,-7.53168127629107e+001°)
3.38844156139191e+007	(-8.39448257289359e+001dB,-7.67356653782736e+001°)
3.46736850452520e+007	(-8.40959254095810e+001dB,-7.81537899719809e+001°)
3.54813389233563e+007	(-8.42422827582251e+001dB,-7.95700789153475e+001°)
3.63078054770089e+007	(-8.43839259971030e+001dB,-8.09834365342902e+001°)
3.71535229097160e+007	(-8.45208901801030e+001dB,-8.23927825688008e+001°)
3.80189396320548e+007	(-8.46532170305685e+001dB,-8.37970554667177e+001°)
3.89045144994267e+007	(-8.47809547310514e+001dB,-8.51952154783947e+001°)
3.98107170553484e+007	(-8.49041576684347e+001dB,-8.65862475297569e+001°)
4.07380277804099e+007	(-8.50228861380236e+001dB,-8.79691638586009e+001°)
4.16869383470321e+007	(-8.51372060108307e+001dB,-8.93430063949712e+001°)
4.26579518801578e+007	(-8.52471883683937e+001dB,-9.07068488733447e+001°)
4.36515832240151e+007	(-8.53529091102631e+001dB,-9.20597986732467e+001°)
4.46683592150948e+007	(-8.54544485386947e+001dB,-9.34009983817568e+001°)
4.57088189614859e+007	(-8.55518909261251e+001dB,-9.47296270779601e+001°)
4.67735141287182e+007	(-8.56453240697559e+001dB,-9.60449013477565e+001°)
4.78630092322622e+007	(-8.57348388388259e+001dB,-9.73460760317321e+001°)
4.89778819368429e+007	(-8.58205287187423e+001dB,-9.86324447168656e+001°)
5.01187233627255e+007	(-8.59024893568055e+001dB,-9.99033399898418e+001°)
5.12861383991347e+007	(-8.59808181135737e+001dB,-1.01158133460566e+002°)
5.24807460249754e+007	(-8.60556136233913e+001dB,-1.02396235578224e+002°)
5.37031796370234e+007	(-8.61269753678592e+001dB,-1.03617095255194e+002°)
5.49540873857605e+007	(-8.61950032648823e+001dB,-1.04820199314913e+002°)
5.62341325190330e+007	(-8.62597972758826e+001dB,-1.06005071788960e+002°)
5.75439937337137e+007	(-8.63214571928249e+001dB,-1.07171470979286e+002°)
5.88843655355569e+007	(-8.63800814901727e+001dB,-1.08318398997136e+002°)
6.02559586074337e+007	(-8.64357685925431e+001dB,-1.09446079723354e+002°)
6.16595001861461e+007	(-8.64886149765415e+001dB,-1.10553978664599e+002°)
6.30957344480171e+007	(-8.65387156895605e+001dB,-1.11641791266194e+002°)
6.45654229034633e+007	(-8.65861641145311e+001dB,-1.12709441657316e+002°)
6.60693448007573e+007	(-8.66310508517735e+001dB,-1.13756091919865e+002°)
6.76082975391958e+007	(-8.66734652925678e+001dB,-1.14782119708251e+002°)
6.91830970918912e+007	(-8.67134936602103e+001dB,-1.15787138030905e+002°)
7.07945784384113e+007	(-8.67512197414645e+001dB,-1.16770983405918e+002°)
7.24435960074965e+007	(-8.67867247716542e+001dB,-1.17733714559029e+002°)
7.41310241300891e+007	(-8.68200863276417e+001dB,-1.18674621758251e+002°)
7.58577575029157e+007	(-8.68513802177569e+001dB,-1.19594204365658e+002°)
