Vcell	Icell	measured	regon	time
3.72107	1350.00	1400.49	0.679
3.74329	1350.00	1397.67	1.064
3.74671	1350.00	1401.43	1.370
3.74864	1350.00	1404.24	1.672
3.74938	1350.00	1404.24	1.955
3.74968	1350.00	1404.24	2.262
3.75065	1350.00	1402.37	2.563
3.75131	1350.00	1401.43	2.866
3.75087	1350.00	1402.37	3.143
3.75154	1350.00	1405.18	3.447
3.75228	1350.00	1405.18	3.770
3.75258	1350.00	1405.18	4.049
3.75280	1350.00	1403.31	4.351
3.75235	1350.00	1408.00	4.653
3.75339	1350.00	1401.43	4.959
3.75407	1350.00	1406.12	5.259
3.75399	1350.00	1403.31	5.562
3.75444	1350.00	1403.31	5.867
3.75421	1350.00	1408.94	6.167
3.75414	1350.00	1405.18	6.469
3.75510	1350.00	1408.00	6.775
3.75570	1350.00	1404.24	7.076
3.75510	1350.00	1403.31	7.379
3.75615	1350.00	1410.81	7.684
3.75570	1350.00	1408.00	7.987
3.75674	1350.00	1404.24	8.292
3.75570	1350.00	1408.94	8.592
3.75771	1350.00	1407.06	8.898
3.75585	1350.00	1406.12	9.198
