Vcell	Icell	measured	regon	time
3.91	1890	1850	0	 0.62
3.95	1890	1846	0	 1.10
3.96	1890	1851	0	 1.57
3.96	1890	1859	0	 2.01
3.97	1890	1866	0	 2.46
3.97	1890	1846	0	 2.90
3.97	1890	1839	0	 3.35
3.97	1890	1858	0	 3.80
3.97	1890	1846	0	 4.24
3.97	1890	1860	0	 4.69
3.98	1890	1848	0	 5.13
3.98	1890	1861	0	 5.58
3.98	1890	1852	0	 6.03
3.98	1890	1859	0	 6.47
3.98	1890	1861	0	 6.92
3.98	1890	1848	0	 7.37
3.98	1890	1848	0	 7.81
3.99	1890	1857	0	 8.24
3.99	1890	1853	0	 8.69
3.99	1890	1849	0	 9.13
3.99	1890	1855	0	 9.58
3.99	1890	1834	0	10.02
3.99	1890	1853	0	10.47
3.99	1890	1839	0	10.91
3.99	1890	1860	0	11.36
3.99	1890	1851	0	11.81
4.00	1890	1841	0	12.25
4.00	1890	1854	0	12.70
4.00	1890	1854	0	13.15
4.00	1890	1850	0	13.59
4.00	1890	1858	0	14.02
4.00	1890	1834	0	14.46
4.00	1890	1843	0	14.91
4.00	1890	1857	3	15.36
4.00	1890	1845	3	15.80
4.00	1890	1852	3	16.25
4.00	1890	1861	3	16.69
4.01	1890	1865	3	17.16
4.01	1890	1843	3	17.61
4.01	1890	1854	3	18.05
4.00	1890	1845	3	18.51
4.01	1890	1871	3	18.95
4.01	1890	1849	3	19.42
4.01	1890	1840	3	19.86
4.01	1890	1852	3	20.31
4.01	1890	1835	3	20.75
4.01	1890	1859	3	21.19
4.01	1890	1852	3	21.64
4.01	1890	1862	3	22.07
4.01	1890	1862	3	22.52
4.01	1890	1860	3	22.97
4.01	1890	1862	3	23.42
4.01	1890	1846	3	23.86
4.01	1890	1848	3	24.31
4.02	1890	1846	3	24.75
4.02	1890	1854	3	25.21
4.02	1890	1857	3	25.66
4.02	1890	1847	3	26.11
4.02	1890	1861	3	26.57
4.02	1890	1857	3	27.02
4.02	1890	1870	3	27.46
4.02	1890	1851	3	27.91
4.02	1890	1850	3	28.35
4.02	1890	1858	3	28.81
4.02	1890	1859	3	29.25
4.02	1890	1857	3	29.70
4.02	1890	1854	3	30.14
4.02	1890	1853	3	30.59
4.02	1890	1845	3	31.04
4.02	1890	1859	3	31.49
4.02	1890	1863	3	31.94
4.02	1890	1862	3	32.38
4.02	1890	1862	3	32.85
4.02	1890	1844	3	33.30
4.03	1890	1844	3	33.72
4.02	1890	1851	3	34.17
4.03	1890	1851	3	34.62
4.03	1890	1858	3	35.06
4.03	1890	1852	3	35.51
4.03	1890	1863	3	35.95
4.03	1890	1867	3	36.40
4.03	1890	1861	3	36.85
4.03	1890	1847	3	37.30
4.03	1890	1843	3	37.75
4.03	1890	1844	3	38.20
4.03	1890	1844	3	38.64
4.03	1890	1858	3	39.09
4.03	1890	1849	3	39.54
4.03	1890	1843	3	39.98
4.03	1890	1857	3	40.43
4.03	1890	1872	3	40.88
4.03	1890	1860	3	41.32
4.03	1890	1844	3	41.77
4.03	1890	1858	3	42.22
4.03	1890	1858	3	42.66
4.03	1890	1849	3	43.11
4.03	1890	1840	3	43.55
4.03	1890	1857	3	44.00
4.03	1890	1863	3	44.45
4.03	1890	1855	3	44.89
4.03	1890	1864	3	45.34
4.03	1890	1851	3	45.79
4.04	1890	1849	3	46.23
4.03	1890	1856	3	46.67
4.03	1890	1871	3	47.12
4.04	1890	1846	3	47.56
4.03	1890	1844	3	48.01
4.04	1890	1849	3	48.46
4.04	1890	1852	3	48.91
4.04	1890	1839	3	49.35
4.04	1890	1853	3	49.80
4.04	1890	1869	3	50.25
4.04	1890	1859	3	50.70
4.04	1890	1861	3	51.14
4.04	1890	1858	3	51.59
4.04	1890	1854	3	52.05
4.04	1890	1843	3	52.50
4.04	1890	1863	3	52.94
4.04	1890	1863	3	53.39
4.04	1890	1846	3	53.83
4.04	1890	1853	3	54.28
4.04	1890	1851	3	54.73
4.04	1890	1855	3	55.17
4.04	1890	1845	3	55.62
4.04	1890	1852	3	56.06
4.04	1890	1856	3	56.51
4.04	1890	1860	3	56.96
4.04	1890	1858	3	57.40
4.04	1890	1859	3	57.85
4.04	1890	1853	3	58.30
4.04	1890	1861	3	58.74
4.04	1890	1849	3	59.19
4.04	1890	1855	3	59.64
4.04	1890	1854	3	60.08
4.04	1890	1856	3	60.53
4.04	1890	1856	3	60.98
4.04	1890	1848	3	61.41
4.04	1890	1858	3	61.86
4.04	1890	1854	3	62.30
4.04	1890	1854	3	62.76
4.04	1890	1861	3	63.21
4.05	1890	1856	3	63.65
4.04	1890	1857	3	64.10
4.04	1890	1858	3	64.65
4.05	1890	1856	3	65.78
