Vcell	Icell	measured	regon	time
3.91	 100	 134	0	 0.62
3.91	 100	 134	0	 1.26
3.91	 100	 138	0	 1.70
3.91	 100	 134	0	 2.19
3.92	 100	 132	0	 2.66
3.91	 100	 139	0	 3.11
3.91	 100	 136	0	 3.55
3.92	 100	 140	0	 4.00
3.92	 100	 129	0	 4.45
3.91	 100	 132	0	 4.89
3.91	 100	 116	0	 5.36
3.91	 100	 126	0	 5.81
3.91	 100	 135	0	 6.26
3.91	 100	 141	0	 6.70
3.91	 100	 141	0	 7.15
3.91	 100	 134	0	 7.61
3.91	 100	 142	0	 8.06
3.90	 100	 130	0	 8.50
3.91	 100	 133	0	 8.95
3.92	 100	 130	0	 9.40
3.91	 100	 123	0	 9.84
3.90	 100	 141	0	10.29
3.92	 100	 131	0	10.74
3.91	 100	 144	0	11.17
3.90	 100	 137	0	11.60
3.90	 100	 132	0	12.05
3.91	 100	 134	0	12.49
3.91	 100	 126	0	12.95
3.91	 100	 125	0	13.39
3.91	 100	 137	0	13.84
3.91	 100	 120	0	14.29
3.92	 100	 144	0	14.73
3.91	 100	 140	0	15.18
3.90	 100	 134	0	15.63
3.91	 100	 133	0	16.07
3.91	 100	 121	0	16.52
3.91	 100	 134	0	16.97
3.91	 100	 145	0	17.40
3.91	 100	 139	0	17.85
3.92	 100	 137	0	18.29
3.91	 100	 138	0	18.73
3.91	 100	 148	0	19.17
3.91	 100	 126	0	19.62
3.90	 100	 133	0	20.07
3.92	 100	 123	0	20.51
3.91	 100	 130	0	20.96
3.91	 100	 148	0	21.41
3.91	 100	 128	0	21.86
3.91	 100	 130	0	22.30
3.90	 100	 141	0	22.75
3.91	 100	 132	0	23.20
3.91	 100	 116	0	23.63
3.90	 100	 138	0	24.08
3.91	 100	 138	0	24.53
3.90	 100	 127	0	24.98
3.90	 100	 133	0	25.42
3.90	 100	 141	0	25.87
3.90	 100	 137	0	26.32
3.90	 100	 141	0	26.76
3.90	 100	 133	0	27.21
3.90	 100	 145	0	27.66
3.90	 100	 139	0	28.10
3.91	 100	 138	0	28.55
3.90	 100	 131	0	28.99
3.91	 100	 142	0	29.44
3.91	 100	 125	0	29.89
3.90	 100	 132	0	30.34
3.91	 100	 139	0	30.78
3.91	 100	 136	0	31.26
3.90	 100	 135	0	31.70
3.91	 100	 126	0	32.14
3.91	 100	 136	0	32.60
3.91	 100	 138	0	33.04
3.90	 100	 134	0	33.49
3.90	 100	 146	0	33.95
3.91	 100	 139	0	34.41
3.91	 100	 143	0	34.86
3.91	 100	 128	0	35.30
