Vcell	Icell	measured	regon	time
3.67	2700	2678	0	 0.61
3.71	2700	2691	0	 1.06
3.72	2700	2674	0	 1.51
3.73	2700	2678	0	 1.95
3.73	2700	2680	0	 2.40
3.73	2700	2675	0	 2.83
3.73	2700	2683	0	 3.27
3.74	2700	2664	0	 3.72
3.74	2700	2669	0	 4.17
3.74	2700	2676	0	 4.61
3.74	2700	2677	0	 5.06
3.74	2700	2672	0	 5.50
3.75	2700	2678	0	 5.95
3.75	2700	2674	0	 6.39
3.75	2700	2683	0	 6.84
3.75	2700	2676	0	 7.28
3.75	2700	2677	0	 7.74
3.75	2700	2680	0	 8.18
3.75	2700	2680	0	 8.63
3.75	2700	2671	0	 9.08
3.76	2700	2680	0	 9.52
3.76	2700	2678	0	 9.97
3.76	2700	2673	0	10.42
3.76	2700	2673	0	10.86
3.76	2700	2671	0	11.31
3.76	2700	2678	0	11.76
3.76	2700	2677	0	12.20
3.76	2700	2679	0	12.66
3.76	2700	2676	0	13.11
3.76	2700	2675	0	13.55
3.76	2700	2676	0	14.00
3.76	2700	2672	0	14.44
3.76	2700	2676	0	14.89
3.77	2700	2674	0	15.34
3.77	2700	2678	0	15.78
3.77	2700	2672	0	16.23
3.77	2700	2674	0	16.67
3.77	2700	2672	0	17.12
3.77	2700	2673	0	17.56
3.77	2700	2680	0	18.01
3.77	2700	2678	0	18.45
3.77	2700	2671	0	18.90
3.77	2700	2670	0	19.37
3.77	2700	2681	0	19.81
3.77	2700	2678	0	20.26
3.77	2700	2667	0	20.70
3.78	2700	2676	0	21.15
3.78	2700	2679	0	21.59
3.78	2700	2680	0	22.03
3.78	2700	2679	0	22.47
3.78	2700	2679	0	22.92
3.78	2700	2678	0	23.37
3.78	2700	2675	0	23.81
3.78	2700	2676	0	24.26
3.78	2700	2677	0	24.70
3.78	2700	2672	0	25.15
3.78	2700	2674	0	25.59
3.78	2700	2678	0	26.06
3.78	2700	2674	0	26.50
3.79	2700	2680	0	26.95
3.78	2700	2671	0	27.39
3.78	2700	2675	0	27.84
3.79	2700	2677	0	28.28
3.79	2700	2682	0	28.75
3.79	2700	2681	0	29.20
3.79	2700	2682	0	29.64
3.79	2700	2679	0	30.08
3.79	2700	2673	0	30.53
3.79	2700	2682	0	30.97
3.79	2700	2681	0	31.42
3.79	2700	2674	0	31.89
3.79	2700	2671	0	32.34
3.79	2700	2677	0	32.78
3.79	2700	2681	0	33.23
3.79	2700	2670	0	33.67
3.80	2700	2676	0	34.12
3.80	2700	2678	0	34.56
3.80	2700	2675	0	35.01
3.80	2700	2677	0	35.45
3.80	2700	2677	0	35.91
3.80	2700	2678	0	36.35
3.80	2700	2672	0	36.80
3.80	2700	2674	0	37.25
3.80	2700	2676	0	37.69
3.80	2700	2673	0	38.20
3.80	2700	2672	0	38.65
3.80	2700	2682	0	39.09
3.80	2700	2676	0	39.54
3.80	2700	2677	0	39.98
3.80	2700	2673	0	40.43
3.80	2700	2680	0	40.87
3.80	2700	2678	0	41.32
3.80	2700	2675	0	41.76
3.81	2700	2681	0	42.21
3.81	2700	2681	0	42.66
3.81	2700	2677	0	43.12
3.81	2700	2679	0	43.58
3.81	2700	2676	0	44.03
3.81	2700	2672	0	44.47
3.81	2700	2670	0	44.93
3.81	2700	2676	0	45.37
3.81	2700	2679	0	45.82
3.81	2700	2674	0	46.26
3.81	2700	2679	0	46.71
3.81	2700	2674	0	47.15
3.81	2700	2674	0	47.60
3.81	2700	2679	0	48.05
3.81	2700	2675	0	48.49
3.82	2700	2678	0	48.95
3.81	2700	2679	0	49.37
3.82	2700	2666	0	49.82
3.82	2700	2680	0	50.26
3.82	2700	2674	0	50.70
3.82	2700	2672	0	51.13
3.82	2700	2675	0	51.56
3.82	2700	2679	0	51.99
3.82	2700	2670	0	52.44
3.82	2700	2674	0	52.88
3.82	2700	2680	0	53.33
3.82	2700	2675	0	53.78
3.82	2700	2678	0	54.23
3.82	2700	2676	0	54.67
3.82	2700	2680	0	55.12
3.82	2700	2675	0	55.56
3.83	2700	2676	0	56.03
3.82	2700	2679	0	56.47
3.82	2700	2678	0	56.92
3.82	2700	2679	0	57.35
3.82	2700	2680	0	57.81
3.82	2700	2676	0	58.27
3.83	2700	2677	0	58.72
3.82	2700	2673	0	59.16
3.83	2700	2676	0	59.61
3.83	2700	2670	0	60.06
3.83	2700	2677	0	60.51
3.83	2700	2677	0	60.95
3.83	2700	2668	0	61.40
3.83	2700	2680	0	61.85
3.83	2700	2670	0	62.29
3.83	2700	2676	0	62.74
3.83	2700	2677	0	63.19
3.83	2700	2683	0	63.63
3.83	2700	2686	0	64.08
3.83	2700	2685	0	64.52
3.83	2700	2676	0	64.97
3.83	2700	2677	0	65.41
3.83	2700	2672	0	65.86
3.83	2700	2676	0	66.31
3.83	2700	2668	0	66.75
3.83	2700	2681	0	67.20
3.84	2700	2677	0	67.64
3.83	2700	2683	0	68.10
3.83	2700	2667	0	68.54
3.84	2700	2674	0	68.99
3.84	2700	2670	0	69.43
3.84	2700	2677	0	69.88
3.84	2700	2671	0	70.32
3.84	2700	2675	0	70.77
3.84	2700	2676	0	71.22
3.84	2700	2683	0	71.66
3.84	2700	2678	0	72.11
3.84	2700	2670	0	72.56
3.84	2700	2678	0	73.00
3.84	2700	2684	0	73.45
3.84	2700	2667	0	73.89
3.84	2700	2677	0	74.34
3.84	2700	2672	0	74.78
3.84	2700	2678	0	75.23
3.84	2700	2678	0	75.68
3.84	2700	2672	0	76.12
3.84	2700	2675	0	76.57
3.84	2700	2685	0	77.01
3.84	2700	2676	0	77.46
3.84	2700	2672	0	77.90
3.84	2700	2677	0	78.35
3.85	2700	2683	0	78.80
3.85	2700	2675	0	79.26
3.85	2700	2682	0	79.71
3.85	2700	2681	0	80.15
3.84	2700	2673	0	80.60
3.85	2700	2680	0	81.05
3.85	2700	2676	0	81.52
3.85	2700	2682	0	81.97
3.85	2700	2680	0	82.41
3.85	2700	2679	0	82.88
3.85	2700	2684	0	83.32
3.85	2700	2682	0	83.79
3.85	2700	2672	0	84.23
3.85	2700	2682	0	84.71
3.85	2700	2669	0	85.17
3.85	2700	2673	0	85.61
3.85	2700	2669	0	86.06
3.85	2700	2668	0	86.51
3.85	2700	2677	0	86.95
3.85	2700	2681	0	87.42
3.85	2700	2674	0	87.87
3.85	2700	2670	0	88.31
3.85	2700	2680	0	88.76
3.85	2700	2679	0	89.20
3.85	2700	2678	0	89.65
3.85	2700	2679	0	90.11
3.85	2700	2680	0	90.56
3.85	2700	2677	0	91.00
3.86	2700	2675	0	91.45
3.86	2700	2668	0	91.89
3.86	2700	2681	0	92.34
3.86	2700	2672	0	92.78
3.86	2700	2675	0	93.23
3.86	2700	2679	0	93.68
3.86	2700	2674	0	94.12
3.86	2700	2672	0	94.59
3.86	2700	2680	0	95.03
3.86	2700	2668	0	95.48
3.86	2700	2676	0	95.93
3.86	2700	2687	0	96.36
3.86	2700	2678	0	96.82
3.86	2700	2673	0	97.27
3.86	2700	2680	0	97.72
3.86	2700	2668	0	98.16
3.86	2700	2671	0	98.61
3.86	2700	2664	0	99.06
3.86	2700	2682	0	99.50
3.86	2700	2677	0	99.94
3.86	2700	2675	0	100.39
3.86	2700	2677	0	100.84
3.86	2700	2677	0	101.28
3.86	2700	2678	0	101.73
3.86	2700	2668	0	102.17
3.86	2700	2673	0	102.62
3.86	2700	2684	0	103.06
3.86	2700	2676	0	103.51
3.86	2700	2675	0	103.96
3.87	2700	2674	0	104.40
3.87	2700	2676	0	104.85
3.87	2700	2679	0	105.29
3.87	2700	2677	0	105.74
3.86	2700	2679	0	106.19
3.87	2700	2684	0	106.64
3.87	2700	2678	0	107.08
3.87	2700	2671	0	107.53
3.87	2700	2686	0	107.97
3.87	2700	2673	0	108.42
3.87	2700	2684	0	108.86
3.87	2700	2672	0	109.31
3.87	2700	2675	0	109.76
3.87	2700	2679	0	110.21
3.87	2700	2675	0	110.65
3.87	2700	2682	0	111.10
3.87	2700	2671	0	111.55
3.87	2700	2680	0	111.99
3.87	2700	2666	0	112.44
3.87	2700	2683	0	112.88
3.87	2700	2686	0	113.33
3.87	2700	2672	0	113.77
3.87	2700	2669	0	114.22
3.87	2700	2681	0	114.68
3.87	2700	2672	0	115.13
3.87	2700	2680	0	115.57
3.87	2700	2681	0	116.02
3.87	2700	2679	0	116.47
3.87	2700	2673	0	116.91
3.87	2700	2683	0	117.36
3.87	2700	2676	0	117.80
3.87	2700	2677	0	118.25
3.87	2700	2677	0	118.72
3.87	2700	2668	0	119.16
3.88	2700	2682	0	119.61
3.87	2700	2677	0	120.04
3.87	2700	2677	0	120.48
3.88	2700	2673	0	120.92
3.88	2700	2678	0	121.34
3.88	2700	2678	0	121.77
3.88	2700	2676	0	122.22
3.88	2700	2683	0	122.66
3.88	2700	2674	0	123.11
3.88	2700	2671	0	123.56
3.88	2700	2671	0	124.00
3.88	2700	2684	0	124.45
3.88	2700	2676	0	124.89
3.88	2700	2676	0	125.32
3.88	2700	2671	0	125.79
3.88	2700	2672	0	126.23
3.88	2700	2683	0	126.68
3.88	2700	2676	0	127.12
3.88	2700	2676	0	127.57
3.88	2700	2677	0	128.02
3.88	2700	2680	0	128.48
3.88	2700	2683	0	128.94
3.88	2700	2668	0	129.38
3.88	2700	2678	0	129.84
3.88	2700	2679	0	130.28
3.88	2700	2677	0	130.73
3.88	2700	2682	0	131.18
3.88	2700	2672	0	131.62
3.88	2700	2673	0	132.07
3.88	2700	2682	0	132.51
3.88	2700	2686	0	132.96
3.88	2700	2676	0	133.42
3.88	2700	2683	0	133.86
3.88	2700	2677	0	134.33
3.88	2700	2678	0	134.78
3.89	2700	2681	0	135.22
3.88	2700	2682	0	135.66
3.88	2700	2667	0	136.11
3.89	2700	2677	0	136.56
3.88	2700	2681	0	137.01
3.88	2700	2674	0	137.45
3.88	2700	2693	0	137.90
3.89	2700	2675	0	138.34
3.89	2700	2686	0	138.79
3.89	2700	2680	0	139.23
3.88	2700	2678	0	139.69
3.89	2700	2674	0	140.13
3.89	2700	2686	0	140.58
3.89	2700	2676	0	141.02
3.89	2700	2683	0	141.47
3.89	2700	2679	0	141.91
3.89	2700	2674	0	142.36
3.89	2700	2665	0	142.81
3.89	2700	2674	0	143.25
3.89	2700	2683	0	143.69
3.89	2700	2683	0	144.16
3.89	2700	2680	0	144.60
3.89	2700	2675	0	145.05
3.89	2700	2674	0	145.49
