Vcell	Icell	measured	regon	time
4.02017	1350.00	1401.43	0	0.585
4.03740	1267.31	1316.96	1	1.031
4.03546	1194.62	1242.82	1	1.463
4.03672	1198.86	1240.01	1	1.908
4.03799	1190.15	1230.62	1	2.340
4.03785	1181.25	1222.18	1	2.787
4.03956	1178.03	1224.99	1	3.234
4.03942	1167.23	1214.67	1	3.688
4.04113	1163.86	1217.48	1	4.133
4.04017	1152.89	1202.47	1	4.578
4.04166	1152.73	1205.28	1	5.024
4.04167	1142.61	1193.08	1	5.469
4.04211	1138.40	1188.39	1	5.918
4.04197	1132.42	1181.82	1	6.364
4.04309	1128.78	1180.88	1	6.830
4.04191	1120.01	1171.50	1	7.267
4.04332	1120.55	1173.37	1	7.733
4.04326	1110.57	1163.99	1	8.181
4.04318	1106.49	1161.17	1	8.626
4.04438	1102.47	1144.28	1	9.072
4.04393	1093.25	1144.28	1	9.518
4.04528	1090.64	1133.02	1	9.965
4.04604	1080.70	1123.63	1	10.399
4.04633	1073.08	1123.63	1	10.847
4.04106	1067.26	1106.74	1	11.299
4.04536	1084.25	1136.77	1	11.746
4.04440	1062.51	1115.19	1	12.209
4.04589	1061.90	1116.12	1	12.668
4.04338	1051.35	1100.17	1	13.127
4.04419	1057.07	1106.74	1	13.560
4.04516	1049.41	1103.92	1	14.005
4.04338	1041.02	1092.66	1	14.452
4.04398	1043.78	1088.91	1	14.897
4.04407	1037.01	1077.65	1	15.344
4.04444	1032.25	1072.95	1	15.791
4.04423	1026.32	1065.45	1	16.237
4.04423	1022.74	1067.32	1	16.699
4.04452	1018.32	1060.75	1	17.146
4.04267	1012.68	1058.88	1	17.591
4.04549	1015.83	1065.45	1	18.039
