Is	 t_Is	 Ir	 t_Ir	 Vc	 t_Vc
0.000000	0.101793	0.000000	0.000000	3.393517	0.147488
0.000000	0.202523	0.000000	0.000000	3.394409	0.247960
0.000000	0.303005	0.000000	0.000000	3.394706	0.348459
0.000000	0.403873	0.000000	0.000000	3.394706	0.460634
0.000000	0.504459	0.000000	0.000000	3.394706	0.543198
0.000000	0.605681	0.000000	0.000000	3.394112	0.642346
0.000000	0.706187	0.000000	0.000000	3.393220	0.764336
0.000000	0.806860	0.000000	0.000000	3.394409	0.847855
0.000000	0.907704	0.000000	0.000000	3.393814	0.948535
0.000000	1.008498	0.000000	0.000000	3.395301	1.051918
0.000000	1.109195	0.000000	0.000000	3.394409	1.152174
0.000000	1.209392	0.000000	0.000000	3.394706	1.252454
0.000000	1.309771	0.000000	0.000000	3.394409	1.333375
0.000000	1.410038	0.000000	0.000000	3.395004	1.455576
0.000000	1.510096	0.000000	0.000000	3.395598	1.557551
0.000000	1.610811	0.000000	0.000000	3.393814	1.638829
0.000000	1.711110	0.000000	0.000000	3.395301	1.767008
0.000000	1.811914	0.000000	0.000000	3.395598	1.847000
0.000000	1.912865	0.000000	0.000000	3.395301	1.956234
0.000000	2.013438	0.000000	0.000000	3.393517	2.056836
0.000000	2.113952	0.000000	0.000000	3.394706	2.161189
0.000000	2.214329	0.000000	0.000000	3.394409	2.263298
0.000000	2.314525	0.000000	0.000000	3.394409	2.373383
0.000000	2.414943	0.000000	0.000000	3.395896	2.453714
0.000000	2.515641	0.000000	0.000000	3.395004	2.554574
0.000000	2.616533	0.000000	0.000000	3.395004	2.655784
0.000000	2.716855	0.000000	0.000000	3.393517	2.757700
0.000000	2.817461	0.000000	0.000000	3.393814	2.858774
0.000000	2.917761	0.000000	0.000000	3.395896	2.963021
0.000000	3.017995	0.000000	0.000000	3.394409	3.063396
0.000000	3.118343	0.000000	0.000000	3.394706	3.165657
0.000000	3.219021	0.000000	0.000000	3.393814	3.266724
0.000000	3.319169	0.000000	0.000000	3.395004	3.375736
0.000000	3.419224	0.000000	0.000000	3.395301	3.457797
0.000000	3.519543	0.000000	0.000000	3.394706	3.558616
0.000000	3.620542	0.000000	0.000000	3.395301	3.659636
0.000000	3.721126	0.000000	0.000000	3.394706	3.761831
0.000000	3.821922	0.000000	0.000000	3.395004	3.862656
0.000000	3.922678	0.000000	0.000000	3.393814	3.963912
0.000000	4.022732	0.000000	0.000000	3.395301	4.066143
0.000000	4.122792	0.000000	0.000000	3.395004	4.165941
0.000000	4.223701	0.000000	0.000000	3.394409	4.268581
0.000000	4.324493	0.000000	0.000000	3.395598	4.369931
0.000000	4.424894	0.000000	0.000000	3.395004	4.470077
0.000000	4.525293	0.000000	0.000000	3.395004	4.572371
0.000000	4.625372	0.000000	0.000000	3.395598	4.681119
0.000000	4.725570	0.000000	0.000000	3.394112	4.764371
0.000000	4.826175	0.000000	0.000000	3.394706	4.864766
0.000000	4.926618	0.000000	0.000000	3.395598	4.985985
