Vcell	Icell	measured	regon	time
3.61947	1890.00	1874.47	0	0.620
3.65592	1890.00	1873.53	0	1.052
3.66521	1890.00	1872.59	0	1.497
3.66982	1890.00	1873.53	0	2.034
3.67347	1890.00	1869.78	0	2.469
3.67510	1890.00	1871.65	0	2.915
3.67674	1890.00	1868.84	0	3.346
3.67890	1890.00	1871.65	0	3.791
3.67942	1890.00	1870.71	0	4.237
3.68031	1890.00	1871.65	0	4.683
3.68217	1890.00	1873.53	0	5.123
3.68365	1890.00	1869.78	0	5.553
3.68485	1890.00	1869.78	0	6.050
3.68529	1890.00	1869.78	0	6.478
3.68685	1890.00	1870.71	0	6.911
3.68842	1890.00	1869.78	0	7.342
3.68886	1890.00	1873.53	0	7.775
3.68931	1890.00	1870.71	0	8.220
3.69005	1890.00	1873.53	0	8.664
3.69221	1890.00	1872.59	0	9.127
3.69310	1890.00	1868.84	0	9.556
3.69399	1890.00	1871.65	0	9.991
3.69422	1890.00	1876.35	0	10.443
3.69459	1890.00	1874.47	0	10.951
3.69652	1890.00	1872.59	0	11.403
3.69756	1890.00	1870.71	0	11.872
3.69824	1890.00	1871.65	0	12.306
3.69860	1890.00	1867.90	0	12.751
3.69853	1890.00	1871.65	0	13.198
3.69942	1890.00	1871.65	0	13.644
3.69957	1890.00	1871.65	0	14.133
3.70106	1890.00	1870.71	0	14.638
3.70232	1890.00	1874.47	0	15.083
3.70291	1890.00	1870.71	0	15.516
3.70336	1890.00	1868.84	0	15.950
3.70314	1890.00	1868.84	0	16.383
3.70411	1890.00	1873.53	0	16.829
3.70425	1890.00	1873.53	0	17.248
3.70515	1890.00	1870.71	0	17.695
NaN	1890.00	1870.71	0	19.073
