Vcell	Icell	measured	regon	time
3.44887	1890.00	1872.59	0	0.584
3.49587	1890.00	1866.96	0	1.013
3.51022	1890.00	1868.84	0	1.466
3.51744	1890.00	1872.59	0	1.905
3.52213	1890.00	1867.90	0	2.357
3.52458	1890.00	1866.96	0	2.802
3.52725	1890.00	1872.59	0	3.268
3.53023	1890.00	1871.65	0	3.775
3.53224	1890.00	1871.65	0	4.224
3.53470	1890.00	1870.71	0	4.657
3.53678	1890.00	1866.96	0	5.089
3.53774	1890.00	1872.59	0	5.533
3.53990	1890.00	1868.84	0	5.991
3.54168	1890.00	1868.84	0	6.438
3.54243	1890.00	1867.90	0	6.871
3.54511	1890.00	1872.59	0	7.318
3.54599	1890.00	1869.78	0	7.775
3.54726	1890.00	1871.65	0	8.221
3.55009	1890.00	1868.84	0	8.667
3.55105	1890.00	1872.59	0	9.100
3.55158	1890.00	1872.59	0	9.546
3.55314	1890.00	1873.53	0	9.976
3.55507	1890.00	1873.53	0	10.422
3.55581	1890.00	1871.65	0	10.849
3.55656	1890.00	1867.90	0	11.316
3.55886	1890.00	1872.59	0	11.761
3.56050	1890.00	1870.71	0	12.192
3.56094	1890.00	1867.90	0	12.721
3.56236	1890.00	1868.84	0	13.164
3.56437	1890.00	1872.59	0	13.599
3.56496	1890.00	1870.71	0	14.027
3.56571	1890.00	1866.96	0	14.477
3.56652	1890.00	1868.84	0	14.929
3.56883	1890.00	1874.47	0	15.374
3.56994	1890.00	1874.47	0	15.835
3.57039	1890.00	1867.90	0	16.277
3.57158	1890.00	1869.78	0	16.728
3.57307	1890.00	1875.41	0	17.350
3.57478	1890.00	1872.59	0	17.781
3.57485	1890.00	1870.71	0	18.230
3.57657	1890.00	1869.78	0	18.703
3.57783	1890.00	1872.59	0	19.151
3.57924	1890.00	1873.53	0	19.598
3.57991	1890.00	1868.84	0	20.042
3.58058	1890.00	1870.71	0	20.475
3.58199	1890.00	1870.71	0	20.928
3.58363	1890.00	1865.08	0	21.378
3.58408	1890.00	1870.71	0	21.825
3.58474	1890.00	1866.96	0	22.271
3.58578	1890.00	1868.84	0	22.717
3.58757	1890.00	1875.41	0	23.146
3.58936	1890.00	1876.35	0	23.594
3.58913	1890.00	1868.84	0	24.040
3.58935	1890.00	1874.47	0	24.486
3.59047	1890.00	1871.65	0	24.932
3.59278	1890.00	1873.53	0	25.363
3.59345	1890.00	1871.65	0	25.808
3.59359	1890.00	1871.65	0	26.255
3.59508	1890.00	1867.90	0	26.696
3.59553	1890.00	1872.59	0	27.143
3.59672	1890.00	1869.78	0	27.576
3.59813	1890.00	1871.65	0	28.022
3.59842	1890.00	1871.65	0	28.468
3.59940	1890.00	1873.53	0	28.914
3.59969	1890.00	1875.41	0	29.358
3.60058	1890.00	1873.53	0	29.804
3.60200	1890.00	1871.65	0	30.248
3.60282	1890.00	1873.53	0	30.681
3.60304	1890.00	1870.71	0	31.112
3.60363	1890.00	1866.02	0	31.587
3.60527	1890.00	1874.47	0	32.035
3.60631	1890.00	1870.71	0	32.481
3.60810	1890.00	1870.71	0	32.910
3.60839	1890.00	1870.71	0	33.343
3.60832	1890.00	1871.65	0	33.788
3.60899	1890.00	1868.84	0	34.232
3.60943	1890.00	1869.78	0	34.676
3.61174	1890.00	1871.65	0	35.127
3.61219	1890.00	1870.71	0	35.557
3.61338	1890.00	1870.71	0	36.002
3.61330	1890.00	1871.65	0	36.450
3.61412	1890.00	1871.65	0	36.893
3.61479	1890.00	1869.78	0	37.336
3.61635	1890.00	1874.47	0	37.782
3.61702	1890.00	1869.78	0	38.216
3.61754	1890.00	1870.71	0	38.664
3.61798	1890.00	1872.59	0	39.108
3.61895	1890.00	1870.71	0	39.555
3.62022	1890.00	1876.35	0	40.001
3.62126	1890.00	1871.65	0	40.495
3.62201	1890.00	1869.78	0	40.957
3.62215	1890.00	1871.65	0	41.389
3.62260	1890.00	1873.53	0	41.834
3.62274	1890.00	1869.78	0	42.264
3.62386	1890.00	1871.65	0	42.710
3.62557	1890.00	1871.65	0	43.155
3.62639	1890.00	1868.84	0	43.601
3.62706	1890.00	1874.47	0	44.033
3.62684	1890.00	1872.59	0	44.480
3.62773	1890.00	1869.78	0	44.924
3.62877	1890.00	1872.59	0	45.372
3.62937	1890.00	1873.53	0	45.816
3.63085	1890.00	1869.78	0	46.262
3.63145	1890.00	1873.53	0	46.709
3.63182	1890.00	1866.96	0	47.135
3.63212	1890.00	1872.59	0	47.581
3.63226	1890.00	1872.59	0	48.027
3.63383	1890.00	1870.71	0	48.476
3.63502	1890.00	1869.78	0	48.922
3.63539	1890.00	1872.59	0	49.356
3.63658	1890.00	1868.84	0	49.803
3.63643	1890.00	1872.59	0	50.260
3.63695	1890.00	1869.78	0	50.711
3.63770	1890.00	1869.78	0	51.156
3.63784	1890.00	1872.59	0	51.603
3.63948	1890.00	1869.78	0	52.049
3.64074	1890.00	1872.59	0	52.519
3.64097	1890.00	1871.65	0	52.971
3.64149	1890.00	1871.65	0	53.415
3.64194	1890.00	1870.71	0	53.848
3.64223	1890.00	1869.78	0	54.293
3.64320	1890.00	1870.71	0	54.738
3.64439	1890.00	1874.47	0	55.170
3.64513	1890.00	1870.71	0	55.601
3.64595	1890.00	1872.59	0	56.044
3.64572	1890.00	1869.78	0	56.475
3.64662	1890.00	1873.53	0	56.921
3.64684	1890.00	1873.53	0	57.352
3.64774	1890.00	1864.14	0	57.799
3.64803	1890.00	1876.35	0	58.244
3.64952	1890.00	1876.35	0	58.704
3.64937	1890.00	1871.65	0	59.152
3.65026	1890.00	1870.71	0	59.596
3.65101	1890.00	1874.47	0	60.044
3.65116	1890.00	1871.65	0	60.489
3.65138	1890.00	1867.90	0	60.935
3.65257	1890.00	1870.71	0	61.441
3.65361	1890.00	1873.53	0	61.888
3.65435	1890.00	1872.59	0	62.333
3.65532	1890.00	1870.71	0	62.763
3.65562	1890.00	1868.84	0	63.209
3.65592	1890.00	1875.41	0	63.654
3.65584	1890.00	1872.59	0	64.102
3.65688	1890.00	1873.53	0	64.540
3.65733	1890.00	1871.65	0	64.985
3.65874	1890.00	1872.59	0	65.437
3.65978	1890.00	1874.47	0	65.883
3.65963	1890.00	1867.90	0	66.316
3.66015	1890.00	1871.65	0	66.764
3.66038	1890.00	1873.53	0	67.210
3.66082	1890.00	1873.53	0	67.650
3.66090	1890.00	1871.65	0	68.098
3.66172	1890.00	1872.59	0	68.531
3.66291	1890.00	1871.65	0	68.978
3.66395	1890.00	1873.53	0	69.423
3.66447	1890.00	1871.65	0	69.871
3.66521	1890.00	1868.84	0	70.316
3.66499	1890.00	1868.84	0	70.750
3.66551	1890.00	1872.59	0	71.194
3.66536	1890.00	1867.90	0	71.625
3.66648	1890.00	1869.78	0	72.053
3.66722	1890.00	1870.71	0	72.499
3.66863	1890.00	1875.41	0	72.943
3.66915	1890.00	1869.78	0	73.604
3.66982	1890.00	1866.96	0	74.061
3.66982	1890.00	1868.84	0	74.506
3.67012	1890.00	1872.59	0	74.951
3.67019	1890.00	1871.65	0	75.398
3.67072	1890.00	1874.47	0	75.844
3.67101	1890.00	1871.65	0	76.292
3.67280	1890.00	1872.59	0	76.737
3.67250	1890.00	1873.53	0	77.168
3.67429	1890.00	1873.53	0	77.599
3.67436	1890.00	1875.41	0	78.023
3.67473	1890.00	1871.65	0	78.454
3.67473	1890.00	1869.78	0	78.885
3.67488	1890.00	1876.35	0	79.316
3.67495	1890.00	1876.35	0	79.755
3.67600	1890.00	1870.71	0	80.206
3.67681	1890.00	1872.59	0	80.653
3.67711	1890.00	1867.90	0	81.098
3.67800	1890.00	1868.84	0	81.544
3.67860	1890.00	1874.47	0	81.991
3.67964	1890.00	1867.90	0	82.445
3.67979	1890.00	1868.84	0	82.890
3.67964	1890.00	1868.84	0	83.348
3.68001	1890.00	1871.65	0	83.776
3.68039	1890.00	1874.47	0	84.223
3.68068	1890.00	1872.59	0	84.654
3.68113	1890.00	1869.78	0	85.098
3.68202	1890.00	1868.84	0	85.554
3.68291	1890.00	1875.41	0	86.001
3.68365	1890.00	1869.78	0	86.445
3.68418	1890.00	1872.59	0	86.893
3.68432	1890.00	1871.65	0	87.338
3.68455	1890.00	1866.96	0	87.784
3.68485	1890.00	1868.84	0	88.230
3.68514	1890.00	1871.65	0	88.672
3.68537	1890.00	1870.71	0	89.098
3.68626	1890.00	1870.71	0	89.528
3.68648	1890.00	1871.65	0	89.976
