Vcell	Icell	measured	regon	time
4.13599	2160.00	2223.55	0.721
4.16624	2160.00	2221.68	1.048
4.16122	2027.43	2083.72	1.379
4.15304	1937.43	1998.31	1.710
4.15195	1913.75	1957.96	2.039
4.15330	1898.11	1955.14	2.370
4.15228	1871.33	1925.11	2.724
4.15133	1853.06	1901.65	3.071
4.15186	1842.42	1896.02	3.398
4.15239	1827.40	1886.63	3.727
4.15211	1808.09	1858.48	4.074
4.15087	1791.07	1836.89	4.406
4.15183	1784.21	1835.95	4.735
4.14969	1769.35	1814.37	5.064
4.15303	1772.08	1830.32	5.412
4.15113	1747.35	1789.97	5.741
4.15142	1738.47	1789.03	6.072
4.15158	1726.97	1780.58	6.403
4.14929	1714.23	1760.87	6.740
4.15233	1720.20	1769.32	7.090
4.14989	1701.12	1750.55	7.415
4.15101	1702.24	1758.06	7.735
4.15160	1694.00	1752.43	8.059
4.15073	1681.06	1726.15	8.414
4.15207	1675.28	1726.15	8.749
4.14926	1658.45	1708.32	9.096
4.15237	1664.71	1721.46	9.432
4.14993	1645.25	1691.42	9.764
4.15031	1646.03	1693.30	10.100
4.15172	1643.50	1694.24	10.437
4.15151	1629.46	1683.92	10.767
4.15085	1617.27	1669.84	11.114
4.14974	1610.45	1657.64	11.455
4.15056	1612.65	1658.58	11.786
4.15093	1608.05	1656.70	12.123
4.15005	1600.50	1652.01	12.455
4.15056	1600.22	1647.32	12.784
4.15176	1595.63	1651.07	13.118
4.14925	1581.34	1627.61	13.464
4.14983	1587.63	1643.56	13.795
4.15109	1588.95	1639.81	14.123
4.15133	1580.00	1624.79	14.447
4.15105	1569.24	1611.65	14.794
4.15105	1560.81	1609.78	15.121
4.15024	1552.37	1606.02	15.451
4.15068	1550.56	1600.39	15.780
4.14920	1545.01	1594.76	16.107
4.15180	1551.59	1601.33	16.461
4.14921	1536.84	1582.56	16.787
4.15151	1543.48	1591.01	17.138
4.14988	1531.09	1582.56	17.498
4.15025	1532.24	1580.68	17.842
4.15159	1530.18	1586.31	18.189
4.15086	1517.22	1566.60	18.515
4.14983	1510.37	1561.91	18.848
4.14953	1511.86	1552.53	19.176
4.15033	1515.69	1564.73	19.506
4.15094	1512.95	1552.53	19.835
4.15117	1505.27	1555.34	20.163
4.14984	1495.85	1538.45	20.491
4.15043	1497.31	1543.14	20.819
4.15133	1493.76	1543.14	21.150
4.14917	1482.99	1534.70	21.506
4.14992	1489.87	1536.57	21.834
4.14947	1490.46	1534.70	22.164
4.15199	1494.80	1540.33	22.516
4.14992	1478.47	1530.94	22.844
4.14963	1479.30	1531.88	23.174
4.15193	1482.35	1537.51	23.504
4.14986	1466.60	1515.93	23.851
4.14889	1467.93	1518.74	24.163
4.15059	1477.00	1531.88	24.492
4.15067	1472.04	1526.25	24.816
4.15038	1466.66	1515.93	25.146
4.15157	1463.66	1517.80	25.473
4.15024	1450.87	1501.85	25.806
4.15024	1449.06	1501.85	26.123
4.14936	1447.10	1485.89	26.450
4.15076	1452.35	1496.22	26.779
4.15018	1446.07	1483.08	27.104
4.15010	1444.67	1482.14	27.448
4.15040	1443.85	1489.65	27.797
4.15055	1440.58	1482.14	28.114
4.14959	1436.14	1478.39	28.447
4.15174	1439.54	1486.83	28.772
4.14833	1425.28	1472.75	29.106
4.15174	1439.09	1488.71	29.432
4.14893	1424.74	1468.06	29.761
4.15011	1433.68	1479.32	30.077
4.15137	1432.67	1481.20	30.406
4.14960	1421.46	1469.94	30.770
4.14990	1424.90	1470.88	31.115
4.14952	1425.71	1470.88	31.444
4.15241	1429.60	1476.51	31.774
4.14930	1409.84	1461.49	32.101
4.15041	1415.76	1474.63	32.432
4.15005	1412.34	1455.86	32.777
4.14983	1411.98	1460.55	33.099
4.14990	1413.40	1459.62	33.426
4.15042	1414.19	1460.55	33.765
4.15064	1410.72	1457.74	34.092
4.15065	1405.50	1455.86	34.426
4.15096	1400.29	1443.66	34.753
4.14970	1392.52	1430.52	35.105
4.15066	1395.03	1441.78	35.433
4.15052	1389.60	1430.52	35.801
4.15075	1385.40	1428.65	36.135
4.14867	1379.35	1418.32	36.463
4.15067	1390.28	1424.89	36.806
4.15119	1384.66	1429.58	37.146
4.14949	1375.01	1417.38	37.473
4.14919	1379.30	1421.14	37.807
4.15179	1385.85	1429.58	38.137
4.15016	1371.18	1420.20	38.485
4.14830	1370.08	1417.38	38.822
4.15201	1383.96	1428.65	39.156
4.14890	1367.39	1414.57	39.482
4.15105	1376.57	1420.20	39.809
4.14927	1367.89	1413.63	40.138
4.15179	1373.96	1419.26	40.467
4.14853	1359.25	1407.06	40.778
4.15194	1371.41	1420.20	41.109
4.14853	1355.41	1405.18	41.439
4.14964	1367.60	1415.51	41.770
4.15068	1370.39	1414.57	42.128
4.15039	1364.79	1413.63	42.465
4.15046	1361.71	1411.75	42.797
4.14928	1358.01	1407.06	43.135
4.15113	1363.96	1417.38	43.460
4.14980	1354.69	1401.43	43.788
4.14987	1356.45	1406.12	44.119
4.15010	1357.48	1405.18	44.454
4.14979	1356.69	1408.00	44.780
4.14972	1358.38	1405.18	45.095
4.15254	1360.64	1413.63	45.430
4.14966	1339.87	1387.35	45.766
4.15018	1342.93	1392.04	46.105
4.14966	1341.41	1391.11	46.439
4.15018	1344.23	1393.92	46.753
4.15033	1342.73	1391.11	47.082
4.15025	1340.05	1393.92	47.417
4.15130	1338.03	1391.11	47.733
4.15019	1327.46	1379.84	48.069
4.14871	1326.01	1364.83	48.417
4.15005	1336.52	1371.40	48.754
4.15079	1336.03	1372.34	49.078
4.15049	1329.62	1371.40	49.419
4.14931	1325.70	1360.13	49.743
4.15041	1331.39	1376.09	50.079
4.15109	1327.93	1377.97	50.429
4.14983	1319.11	1363.89	50.744
4.15005	1320.59	1362.95	51.079
4.15073	1320.15	1362.01	51.414
4.14887	1314.23	1358.26	51.750
4.14961	1323.53	1363.89	52.068
4.15168	1326.62	1374.21	52.420
4.14946	1312.86	1358.26	52.770
4.15072	1317.40	1365.77	53.088
4.14924	1311.44	1357.32	53.409
4.15139	1317.71	1366.70	53.726
4.14961	1306.26	1358.26	54.048
