Vcell	Icell	measured	regon	time
3.72325	2.16	 0.10
3.95605	2.16	 0.20
3.96853	2.16	 0.31
3.97389	2.16	 0.41
3.97508	2.16	 0.52
3.97656	2.16	 0.63
3.97835	2.16	 0.75
3.97983	2.16	 0.85
3.98191	2.16	 0.97
3.98132	2.16	 1.07
3.98251	2.16	 1.18
3.98429	2.16	 1.28
3.98459	2.16	 1.38
3.98489	2.16	 1.49
3.98667	2.16	 1.59
3.98637	2.16	 1.70
3.98608	2.16	 1.81
3.98667	2.16	 1.91
3.98816	2.16	 2.01
3.98905	2.16	 2.12
3.98875	2.16	 2.22
3.98964	2.16	 2.32
3.98994	2.16	 2.43
3.99024	2.16	 2.53
3.99113	2.16	 2.66
3.99143	2.16	 2.77
3.99202	2.16	 2.88
3.99202	2.16	 2.98
3.99351	2.16	 3.11
3.99351	2.16	 3.26
3.99410	2.16	 3.37
3.99500	2.16	 3.48
3.99440	2.16	 3.58
3.99618	2.16	 3.69
3.99559	2.16	 3.79
3.99618	2.16	 3.90
3.99708	2.16	 4.00
3.99737	2.16	 4.10
3.99708	2.16	 4.22
3.99886	2.16	 4.33
3.99856	2.16	 4.43
4.00035	2.16	 4.53
3.99946	2.16	 4.63
4.00005	2.16	 4.74
4.00035	2.16	 4.85
4.00035	2.16	 4.95
4.00154	2.16	 5.07
4.00035	2.16	 5.17
4.00213	2.16	 5.27
4.00243	2.16	 5.38
4.00362	2.16	 5.49
4.00392	2.16	 5.61
4.00332	2.16	 5.71
4.00243	2.16	 5.81
4.00451	2.16	 5.92
4.00481	2.16	 6.02
4.00451	2.16	 6.13
4.00451	2.16	 6.25
4.00421	2.16	 6.35
4.00570	2.16	 6.45
4.00570	2.16	 6.56
4.00540	2.16	 6.66
4.00570	2.16	 6.77
4.00600	2.16	 6.87
4.00719	2.16	 6.97
4.00659	2.16	 7.08
4.00659	2.16	 7.18
4.00719	2.16	 7.28
4.00689	2.16	 7.39
4.00778	2.16	 7.49
4.00986	2.16	 7.59
4.00778	2.16	 7.70
4.00897	2.16	 7.80
4.00867	2.16	 7.90
4.00956	2.16	 8.01
4.01016	2.16	 8.12
4.00956	2.16	 8.23
4.00986	2.16	 8.33
4.01105	2.16	 8.44
4.01105	2.16	 8.54
4.01046	2.16	 8.64
4.01105	2.16	 8.75
4.01016	2.16	 8.85
4.01165	2.16	 8.95
4.01165	2.16	 9.05
4.01165	2.16	 9.16
4.01194	2.16	 9.26
4.01283	2.16	 9.36
4.01135	2.16	 9.47
4.01283	2.16	 9.58
4.01194	2.16	 9.68
4.01343	2.16	 9.78
4.01343	2.16	 9.89
4.01254	2.16	10.00
4.01373	2.16	10.10
4.01432	2.16	10.21
4.01373	2.16	10.32
4.01373	2.16	10.44
4.01432	2.16	10.54
4.01432	2.16	10.64
4.01521	2.16	10.75
4.01432	2.16	10.85
4.01611	2.16	10.96
4.01551	2.16	11.07
4.01551	2.16	11.18
4.01611	2.16	11.30
4.01581	2.16	11.41
4.01581	2.16	11.53
4.01640	2.16	11.63
4.01611	2.16	11.74
4.01670	2.16	11.86
4.01581	2.16	11.98
4.01670	2.16	12.09
4.01759	2.16	12.20
4.01759	2.16	12.31
4.01819	2.16	12.41
4.01759	2.16	12.52
4.01729	2.16	12.62
4.01848	2.16	12.72
4.01819	2.16	12.83
4.01908	2.16	12.93
4.01967	2.16	13.03
4.01938	2.16	13.14
4.01819	2.16	13.24
4.02027	2.16	13.34
4.01997	2.16	13.45
4.01967	2.16	13.55
4.01938	2.16	13.65
4.01908	2.16	13.75
4.02027	2.16	13.86
4.02057	2.16	13.96
4.02146	2.16	14.06
4.01997	2.16	14.16
