Vcell	Icell	measured	regon	time
4.01	1890	1862	0	 0.57
4.04	1882	1855	1	 1.02
4.04	1870	1838	1	 1.46
4.04	1867	1835	1	 1.90
4.04	1865	1829	1	 2.34
4.04	1864	1840	1	 2.78
4.04	1861	1822	1	 3.23
4.04	1860	1832	1	 3.68
4.04	1858	1825	1	 4.12
4.04	1857	1821	1	 4.57
4.04	1855	1814	1	 5.01
4.05	1854	1827	1	 5.48
4.05	1851	1830	1	 5.92
4.04	1850	1817	1	 6.37
4.04	1848	1824	1	 6.81
4.04	1847	1817	1	 7.26
4.04	1846	1816	1	 7.71
4.04	1844	1805	1	 8.14
4.04	1842	1811	1	 8.58
4.05	1840	1806	1	 9.03
4.05	1838	1809	1	 9.47
4.04	1836	1807	1	 9.92
4.04	1836	1806	1	10.37
4.04	1834	1793	1	10.81
4.05	1832	1800	1	11.26
4.05	1830	1795	1	11.71
4.04	1829	1793	1	12.15
4.04	1827	1794	1	12.62
4.05	1826	1805	1	13.06
4.04	1824	1782	1	13.51
4.04	1822	1781	1	13.95
4.04	1821	1787	1	14.42
4.04	1819	1778	1	14.86
4.04	1817	1789	1	15.31
4.05	1816	1798	1	15.76
4.04	1814	1775	1	16.20
4.04	1813	1785	1	16.65
4.04	1812	1764	1	17.09
4.04	1810	1774	1	17.54
4.04	1808	1765	1	17.99
4.05	1807	1778	1	18.43
4.05	1804	1779	1	18.88
4.04	1802	1769	1	19.34
4.04	1802	1767	1	19.79
4.04	1800	1769	1	20.23
4.04	1798	1756	1	20.68
4.04	1797	1771	1	21.13
4.04	1795	1762	1	21.57
4.05	1794	1766	1	22.02
4.04	1792	1754	1	22.46
4.04	1790	1747	1	22.91
4.05	1789	1746	1	23.36
4.04	1787	1742	1	23.80
4.04	1786	1749	1	24.25
4.04	1785	1761	1	24.69
4.05	1783	1752	1	25.14
4.04	1780	1739	1	25.59
4.04	1780	1747	1	26.03
4.04	1778	1756	1	26.48
4.04	1776	1741	1	26.92
4.04	1775	1742	1	27.37
4.04	1773	1731	1	27.83
4.05	1771	1737	1	28.28
4.04	1769	1732	1	28.72
4.04	1770	1720	1	29.17
4.04	1767	1729	1	29.62
4.04	1766	1735	1	30.06
4.04	1764	1734	1	30.51
4.04	1762	1726	1	30.95
4.04	1761	1733	1	31.40
4.04	1759	1741	1	31.85
4.04	1758	1708	1	32.30
4.04	1757	1718	1	32.75
4.04	1755	1715	1	33.19
4.04	1754	1726	1	33.64
4.04	1752	1714	1	34.08
4.04	1750	1719	1	34.53
4.04	1749	1728	1	34.96
4.04	1747	1703	1	35.42
4.04	1746	1703	1	35.87
4.04	1744	1707	1	36.31
4.04	1743	1706	1	36.76
4.04	1742	1711	1	37.20
4.04	1740	1713	1	37.65
4.04	1738	1708	1	38.10
4.04	1737	1705	1	38.54
4.04	1735	1697	1	38.99
4.04	1734	1689	1	39.44
4.04	1733	1698	1	39.88
4.04	1732	1702	1	40.33
4.04	1730	1692	1	40.77
4.04	1727	1698	1	41.22
4.04	1726	1699	1	41.66
4.04	1725	1684	1	42.11
4.04	1724	1692	1	42.56
4.04	1722	1688	1	43.00
4.04	1720	1688	1	43.45
4.04	1719	1685	1	43.90
4.04	1717	1685	1	44.34
4.04	1716	1682	1	44.78
4.04	1714	1676	1	45.23
4.04	1714	1683	1	45.68
4.04	1712	1676	1	46.12
4.04	1711	1679	1	46.57
4.04	1710	1675	1	47.03
4.04	1708	1677	1	47.48
4.04	1707	1678	1	47.93
4.04	1705	1679	1	48.37
4.04	1704	1678	1	48.82
4.04	1702	1671	1	49.26
4.04	1701	1667	1	49.73
4.04	1699	1671	1	50.18
4.04	1698	1665	1	50.64
4.04	1697	1662	1	51.08
4.04	1695	1662	1	51.53
4.04	1694	1668	1	51.97
4.04	1692	1649	1	52.42
4.04	1691	1652	1	52.86
4.04	1690	1665	1	53.30
4.04	1688	1646	1	53.74
4.04	1686	1648	1	54.19
4.04	1685	1663	1	54.63
4.04	1683	1645	1	55.08
4.04	1683	1655	1	55.53
4.04	1681	1630	1	55.96
4.04	1680	1636	1	56.40
4.04	1679	1634	1	56.87
4.04	1677	1630	1	57.31
4.04	1676	1632	1	57.76
4.04	1674	1636	1	58.21
4.04	1673	1641	1	58.65
4.04	1672	1647	1	59.09
4.04	1670	1631	1	59.54
4.04	1669	1626	1	59.99
4.04	1668	1630	1	60.43
4.04	1666	1629	1	60.88
4.04	1665	1631	1	61.33
4.04	1663	1632	1	61.77
4.04	1662	1637	1	62.24
4.04	1660	1629	1	62.68
4.04	1659	1633	1	63.13
4.04	1657	1619	1	63.57
4.04	1657	1616	1	64.02
4.04	1656	1608	1	64.46
