Vcell	Icell	measured	regon	time
3.50353	1890.00	1874.47	0	0.581
3.55797	1890.00	1870.71	0	1.027
3.57545	1890.00	1870.71	0	1.460
3.58437	1890.00	1871.65	0	1.912
3.58973	1890.00	1872.59	0	2.378
3.59337	1890.00	1874.47	0	2.823
3.59612	1890.00	1872.59	0	3.267
3.59932	1890.00	1875.41	0	3.943
3.60185	1890.00	1867.90	0	4.388
3.60364	1890.00	1869.78	0	4.853
3.60475	1890.00	1871.65	0	5.305
3.60735	1890.00	1870.71	0	5.752
3.60847	1890.00	1866.96	0	6.187
3.60973	1890.00	1873.53	0	6.631
3.61181	1890.00	1870.71	0	7.078
3.61353	1890.00	1867.90	0	7.523
3.61345	1890.00	1870.71	0	7.969
3.61576	1890.00	1871.65	0	8.415
3.61777	1890.00	1871.65	0	8.861
3.61806	1890.00	1872.59	0	9.307
3.61955	1890.00	1871.65	0	9.752
3.62156	1890.00	1869.78	0	10.198
3.62223	1890.00	1867.90	0	10.644
3.62230	1890.00	1868.84	0	11.090
3.62364	1890.00	1874.47	0	11.535
3.62550	1890.00	1869.78	0	11.982
3.62706	1890.00	1872.59	0	12.428
3.62728	1890.00	1873.53	0	12.875
3.62832	1890.00	1870.71	0	13.322
3.62996	1890.00	1875.41	0	13.764
3.63160	1890.00	1870.71	0	14.213
3.63197	1890.00	1867.90	0	14.657
3.63271	1890.00	1870.71	0	15.109
3.63413	1890.00	1869.78	0	15.596
3.63584	1890.00	1871.65	0	16.027
3.63658	1890.00	1869.78	0	16.445
3.63695	1890.00	1871.65	0	16.890
3.63837	1890.00	1874.47	0	17.320
3.63978	1890.00	1870.71	0	17.765
3.64104	1890.00	1873.53	0	18.209
3.64164	1890.00	1874.47	0	18.653
3.64194	1890.00	1871.65	0	19.102
3.64245	1890.00	1867.90	0	19.547
3.64476	1890.00	1876.35	0	20.012
3.64543	1890.00	1870.71	0	20.461
3.64632	1890.00	1870.71	0	20.914
3.64654	1890.00	1873.53	0	21.365
