Vcell	Icell	measured	regon	time
4.14326	1890.00	1870.71	0	0.619
4.16899	1890.00	1867.90	0	1.065
4.17539	1890.00	1867.90	0	1.509
4.17911	1890.00	1870.71	3	1.943
4.18253	1890.00	1868.84	3	2.389
4.18513	1890.00	1866.96	3	2.815
4.18751	1890.00	1871.65	3	3.245
4.18989	1890.00	1871.65	3	3.693
4.19280	1890.00	1872.59	3	4.139
4.19421	1890.00	1877.28	3	4.600
4.19629	1890.00	1869.78	3	5.048
4.19882	1890.00	1873.53	3	5.493
4.19911	1890.00	1869.78	3	5.921
4.20097	1890.00	1866.96	3	6.367
4.20283	1887.01	1867.90	1	6.811
4.20365	1881.22	1870.71	1	7.241
4.20381	1878.49	1856.64	1	7.670
4.20560	1877.73	1859.45	1	8.103
4.20619	1871.95	1853.82	1	8.547
4.20597	1869.70	1846.31	1	8.993
4.20849	1869.91	1858.51	1	9.440
4.20932	1861.70	1849.13	1	9.885
4.20851	1858.52	1834.11	1	10.332
4.21089	1860.30	1847.25	1	10.778
4.21045	1852.37	1830.36	1	11.224
4.21142	1852.91	1832.24	1	11.668
4.21171	1849.14	1830.36	1	12.111
4.21135	1847.38	1828.48	1	12.564
4.21246	1847.62	1824.73	1	13.012
4.21268	1843.34	1823.79	1	13.456
4.21395	1841.73	1825.67	1	13.902
4.21402	1836.88	1824.73	1	14.347
4.21366	1835.62	1810.65	1	14.794
4.21440	1835.68	1817.22	1	15.240
4.21559	1832.37	1813.47	1	15.686
4.21634	1827.62	1816.28	1	16.132
4.21493	1824.17	1800.33	1	16.579
4.21708	1827.26	1812.53	1	17.011
4.21686	1819.54	1795.63	1	17.455
4.21716	1818.92	1800.33	1	17.903
4.21783	1816.74	1802.20	1	18.346
4.21740	1813.39	1790.94	1	18.793
4.21747	1813.40	1793.76	1	19.234
4.21836	1811.87	1795.63	1	19.683
4.21799	1807.81	1790.00	1	20.112
4.21866	1807.59	1790.00	1	20.557
4.21911	1804.17	1791.88	1	21.027
