Is	 t_Is	 Ir	 t_Ir	 Vc	 t_Vc
0.000000	0.100351	0.000000	0.000000	3.743463	0.148716
0.000000	0.200862	0.000000	0.000000	3.743165	0.229794
0.000000	0.301818	0.000000	0.000000	3.743165	0.351816
0.000000	0.402177	0.000000	0.000000	3.742868	0.451539
0.000000	0.503060	0.000000	0.000000	3.742571	0.532861
0.000000	0.603408	0.000000	0.000000	3.744355	0.658427
0.000000	0.703736	0.000000	0.000000	3.743165	0.740124
0.000000	0.804488	0.000000	0.000000	3.743165	0.840978
0.000000	0.904565	0.000000	0.000000	3.742868	0.962642
0.000000	1.004761	0.000000	0.000000	3.743463	1.045375
0.000000	1.105733	0.000000	0.000000	3.743165	1.146459
0.000000	1.205849	0.000000	0.000000	3.743463	1.248319
0.000000	1.306526	0.000000	0.000000	3.742274	1.349492
0.000000	1.407014	0.000000	0.000000	3.743760	1.450467
0.000000	1.507554	0.000000	0.000000	3.743165	1.552488
0.000000	1.607919	0.000000	0.000000	3.742868	1.663301
0.000000	1.723231	0.000000	0.000000	3.742274	1.773907
0.000000	1.823339	0.000000	0.000000	3.743463	1.852225
0.000000	1.924300	0.000000	0.000000	3.742868	1.983146
0.000000	2.024549	0.000000	0.000000	3.741679	2.063347
0.000000	2.124968	0.000000	0.000000	3.743463	2.166461
0.000000	2.225551	0.000000	0.000000	3.743165	2.266681
0.000000	2.326228	0.000000	0.000000	3.743165	2.367216
0.000000	2.426831	0.000000	0.000000	3.742274	2.469971
0.000000	2.527812	0.000000	0.000000	3.744057	2.570946
0.000000	2.628347	0.000000	0.000000	3.743760	2.673736
0.000000	2.728523	0.000000	0.000000	3.743760	2.775815
0.000000	2.828690	0.000000	0.000000	3.742868	2.856935
0.000000	2.929622	0.000000	0.000000	3.743463	2.985577
0.000000	3.030009	0.000000	0.000000	3.744057	3.066458
0.000000	3.130068	0.000000	0.000000	3.742868	3.168694
0.000000	3.230209	0.000000	0.000000	3.744057	3.269197
0.000000	3.330355	0.000000	0.000000	3.743165	3.371263
0.000000	3.430927	0.000000	0.000000	3.744057	3.473430
0.000000	3.531040	0.000000	0.000000	3.743165	3.574331
0.000000	3.631929	0.000000	0.000000	3.743165	3.676989
0.000000	3.732418	0.000000	0.000000	3.742571	3.780025
0.000000	3.833242	0.000000	0.000000	3.742274	3.860965
0.000000	3.933597	0.000000	0.000000	3.743165	3.990000
0.000000	4.034361	0.000000	0.000000	3.743760	4.070893
0.000000	4.135294	0.000000	0.000000	3.743760	4.171930
0.000000	4.235844	0.000000	0.000000	3.744057	4.294368
0.000000	4.336699	0.000000	0.000000	3.743165	4.377694
0.000000	4.437417	0.000000	0.000000	3.743760	4.478725
0.000000	4.538224	0.000000	0.000000	3.743165	4.579326
0.000000	4.638891	0.000000	0.000000	3.742868	4.681993
0.000000	4.739748	0.000000	0.000000	3.742868	4.782895
0.000000	4.840412	0.000000	0.000000	3.742868	4.883479
0.000000	4.941071	0.000000	0.000000	3.742868	4.984056
0.000000	5.041489	0.000000	0.000000	3.743165	5.086591
0.000000	5.141566	0.000000	0.000000	3.744652	5.167237
0.000000	5.241932	0.000000	0.000000	3.742571	5.289353
0.000000	5.342858	0.000000	0.000000	3.742274	5.390314
0.000000	5.443082	0.000000	0.000000	3.744355	5.469223
0.000000	5.543632	0.000000	0.000000	3.743463	5.592980
0.000000	5.643663	0.000000	0.000000	3.743760	5.694599
0.000000	5.744455	0.000000	0.000000	3.744057	5.772635
0.000000	5.845456	0.000000	0.000000	3.743463	5.901505
0.000000	5.945634	0.000000	0.000000	3.743463	5.981989
0.000000	6.046251	0.000000	0.000000	3.742274	6.084709
0.000000	6.147108	0.000000	0.000000	3.743463	6.205292
0.000000	6.247845	0.000000	0.000000	3.743165	6.291303
0.000000	6.348113	0.000000	0.000000	3.742571	6.393106
0.000000	6.448614	0.000000	0.000000	3.743760	6.474533
0.000000	6.549237	0.000000	0.000000	3.742868	6.596726
0.000000	6.649363	0.000000	0.000000	3.742868	6.698708
0.000000	6.750223	0.000000	0.000000	3.743165	6.775974
0.000000	6.850809	0.000000	0.000000	3.744057	6.898311
0.000000	6.951146	0.000000	0.000000	3.743165	7.000158
0.000000	7.051698	0.000000	0.000000	3.743463	7.079660
0.000000	7.152194	0.000000	0.000000	3.743760	7.203642
0.000000	7.253114	0.000000	0.000000	3.743165	7.304921
0.000000	7.353435	0.000000	0.000000	3.742571	7.381555
0.000000	7.454379	0.000000	0.000000	3.744057	7.509869
0.000000	7.555380	0.000000	0.000000	3.744355	7.591966
0.000000	7.655667	0.000000	0.000000	3.742274	7.694197
0.000000	7.755766	0.000000	0.000000	3.743760	7.813492
0.000000	7.856589	0.000000	0.000000	3.742868	7.897528
0.000000	7.957593	0.000000	0.000000	3.744057	8.000916
0.000000	8.057978	0.000000	0.000000	3.742274	8.101096
0.000000	8.158644	0.000000	0.000000	3.743165	8.201848
0.000000	8.259322	0.000000	0.000000	3.743165	8.304478
0.000000	8.359416	0.000000	0.000000	3.743760	8.385290
0.000000	8.460261	0.000000	0.000000	3.743165	8.505746
0.000000	8.560281	0.000000	0.000000	3.742274	8.607716
0.000000	8.661121	0.000000	0.000000	3.743760	8.689088
0.000000	8.761480	0.000000	0.000000	3.744057	8.808699
0.000000	8.861572	0.000000	0.000000	3.743463	8.913461
0.000000	8.961973	0.000000	0.000000	3.742274	8.989768
0.000000	9.062792	0.000000	0.000000	3.743165	9.121060
0.000000	9.163361	0.000000	0.000000	3.743165	9.201636
0.000000	9.264259	0.000000	0.000000	3.743165	9.302979
0.000000	9.365063	0.000000	0.000000	3.744355	9.403555
0.000000	9.465560	0.000000	0.000000	3.742274	9.508303
0.000000	9.566022	0.000000	0.000000	3.743463	9.609125
0.000000	9.666857	0.000000	0.000000	3.742868	9.709855
0.000000	9.767730	0.000000	0.000000	3.743463	9.811084
0.000000	9.868682	0.000000	0.000000	3.742571	9.913653
0.000000	9.969256	0.000000	0.000000	3.742274	9.995253
0.000000	10.069961	0.000000	0.000000	3.742868	10.114896
0.000000	10.170531	0.000000	0.000000	3.742571	10.217942
0.000000	10.271486	0.000000	0.000000	3.741679	10.295321
