Vcell	Icell	measured	regon	time
3.28737	1890.00	1888.55	0	0.618
3.34037	1890.00	1801.27	0	1.063
3.38505	1890.00	1902.62	0	1.507
3.38907	1890.00	1878.22	0	1.953
3.40201	1890.00	1875.41	0	2.397
3.40140	1890.00	1818.16	0	2.846
3.40878	1890.00	1899.81	0	3.293
3.38653	1890.00	1938.29	0	3.731
3.41328	1890.00	1876.35	0	4.179
3.42455	1890.00	1932.65	0	4.625
3.40912	1890.00	1936.41	0	5.070
3.42178	1890.00	1902.62	0	5.525
3.43003	1890.00	1868.84	0	5.971
3.44121	1890.00	1864.14	0	6.417
3.39365	1890.00	1825.67	0	6.865
3.43235	1890.00	1896.99	0	7.310
3.43410	1890.00	1927.02	0	7.743
3.42885	1890.00	1901.68	0	8.190
3.43231	1890.00	1933.59	0	8.624
3.41088	1890.00	1907.32	0	9.070
3.43679	1890.00	1935.47	0	9.516
3.43970	1890.00	1904.50	0	9.970
3.45035	1890.00	1897.93	0	10.414
3.44707	1890.00	1884.79	0	10.861
3.45621	1890.00	1896.99	0	11.307
3.45381	1890.00	2022.75	0	11.753
3.45990	1890.00	1870.71	0	12.197
3.45397	1890.00	1815.34	0	12.644
3.45385	1890.00	1782.50	0	13.086
3.44915	1890.00	1858.51	0	13.517
3.45133	1890.00	1902.62	0	13.944
3.45022	1890.00	1866.02	0	14.389
3.46885	1890.00	1854.76	0	14.840
3.45304	1890.00	1926.09	0	15.292
3.45667	1890.00	1907.32	0	15.742
3.46290	1890.00	1899.81	0	16.190
3.47018	1890.00	1913.89	0	16.635
3.46648	1890.00	1919.52	0	17.081
3.47395	1890.00	1913.89	0	17.525
3.46767	1890.00	1870.71	0	17.960
3.47027	1890.00	1867.90	0	18.432
3.47066	1890.00	1909.19	0	18.877
3.48239	1890.00	1897.93	0	19.323
3.47056	1890.00	1898.87	0	19.768
3.48057	1890.00	1897.93	0	20.215
3.47145	1890.00	1865.08	0	20.661
3.47593	1890.00	1875.41	0	21.107
3.47924	1890.00	1860.39	0	21.554
3.47155	1890.00	1806.90	0	21.998
3.49307	1890.00	1771.23	0	22.445
3.49695	1890.00	1871.65	0	22.890
3.49461	1890.00	1841.62	0	23.334
3.49638	1890.00	1967.38	0	23.769
3.48315	1890.00	1818.16	0	24.204
3.49955	1890.00	1745.89	0	24.649
3.46018	1890.00	1908.25	0	25.084
3.45821	1890.00	1844.44	0	25.530
3.49319	1890.00	1894.18	0	25.976
3.50439	1890.00	1903.56	0	26.422
3.46626	1890.00	1706.48	0	26.852
3.49886	1890.00	1916.70	0	27.298
3.47288	1890.00	1746.83	0	27.745
3.49794	1890.00	1880.10	0	28.192
3.50145	1890.00	1892.30	0	28.638
3.50194	1890.00	1912.95	0	29.084
3.50130	1890.00	1923.27	0	29.514
3.50301	1890.00	1870.71	0	29.947
3.50383	1890.00	1871.65	0	30.393
3.50390	1890.00	1871.65	0	30.838
3.50584	1890.00	1868.84	0	31.270
3.50702	1890.00	1870.71	0	31.718
3.50837	1890.00	1873.53	0	32.163
3.50874	1890.00	1871.65	0	32.610
3.50955	1890.00	1869.78	0	33.060
3.51111	1890.00	1872.59	0	33.505
3.51275	1890.00	1875.41	0	33.958
3.51298	1890.00	1872.59	0	34.405
3.51387	1890.00	1873.53	0	34.851
3.51572	1890.00	1869.78	0	35.297
3.51744	1890.00	1866.02	0	35.745
3.51781	1890.00	1873.53	0	36.190
3.51848	1890.00	1872.59	0	36.621
3.51967	1890.00	1870.71	0	37.066
3.52153	1890.00	1873.53	0	37.496
3.52212	1890.00	1873.53	0	37.942
3.52279	1890.00	1869.78	0	38.376
3.52339	1890.00	1874.47	0	38.821
3.52487	1890.00	1873.53	0	39.273
3.52674	1890.00	1872.59	0	39.708
3.52696	1890.00	1868.84	0	40.156
3.52763	1890.00	1871.65	0	40.602
3.52897	1890.00	1868.84	0	41.034
3.53015	1890.00	1875.41	0	41.466
3.53172	1890.00	1872.59	0	41.898
3.53194	1890.00	1870.71	0	42.330
3.53238	1890.00	1870.71	0	42.782
3.53343	1890.00	1872.59	0	43.227
3.53521	1890.00	1874.47	0	43.671
3.53603	1890.00	1870.71	0	44.121
3.53715	1890.00	1870.71	0	44.569
3.53774	1890.00	1870.71	0	45.014
3.53863	1890.00	1869.78	0	45.463
3.54005	1890.00	1868.84	0	45.909
3.54139	1890.00	1869.78	0	46.352
3.54168	1890.00	1870.71	0	46.789
3.54250	1890.00	1873.53	0	47.219
3.54377	1890.00	1868.84	0	47.672
3.54540	1890.00	1871.65	0	48.102
3.54615	1890.00	1871.65	0	48.549
3.54637	1890.00	1871.65	0	48.995
3.54696	1890.00	1869.78	0	49.428
3.54808	1890.00	1869.78	0	49.872
3.54994	1890.00	1871.65	0	50.320
3.55121	1890.00	1873.53	0	50.766
3.55120	1890.00	1867.90	0	51.211
3.55187	1890.00	1871.65	0	51.640
3.55269	1890.00	1870.71	0	52.073
3.55425	1890.00	1870.71	0	52.505
3.55559	1890.00	1867.90	0	52.949
3.55581	1890.00	1871.65	0	53.380
3.55611	1890.00	1870.71	0	53.830
3.55715	1890.00	1871.65	0	54.261
3.55827	1890.00	1870.71	0	54.709
3.55983	1890.00	1873.53	0	55.162
3.55990	1890.00	1871.65	0	55.608
3.56065	1890.00	1872.59	0	56.042
3.56102	1890.00	1870.71	0	56.498
3.56295	1890.00	1873.53	0	56.941
3.56444	1890.00	1871.65	0	57.387
3.56518	1890.00	1866.02	0	57.820
3.56518	1890.00	1873.53	0	58.266
3.56525	1890.00	1870.71	0	58.699
3.56674	1890.00	1867.90	0	59.143
3.56808	1890.00	1871.65	0	59.576
3.56905	1890.00	1871.65	0	60.009
3.57009	1890.00	1871.65	0	60.455
3.57039	1890.00	1870.71	0	60.900
3.57076	1890.00	1874.47	0	61.352
3.57158	1890.00	1872.59	0	61.803
3.57306	1890.00	1871.65	0	62.250
3.57366	1890.00	1873.53	0	62.698
3.57478	1890.00	1874.47	0	63.141
3.57492	1890.00	1871.65	0	63.590
3.57627	1890.00	1872.59	0	64.015
3.57693	1890.00	1875.41	0	64.461
3.57775	1890.00	1867.90	0	64.906
3.57894	1890.00	1874.47	0	65.337
3.57931	1890.00	1870.71	0	65.770
3.58043	1890.00	1867.90	0	66.201
3.58080	1890.00	1871.65	0	66.647
3.58155	1890.00	1873.53	0	67.080
3.58266	1890.00	1871.65	0	67.526
3.58363	1890.00	1876.35	0	67.952
3.58422	1890.00	1870.71	0	68.397
3.58489	1890.00	1873.53	0	68.843
3.58489	1890.00	1873.53	0	69.288
3.58608	1890.00	1871.65	0	69.735
3.58742	1890.00	1870.71	0	70.199
3.58831	1890.00	1874.47	0	70.640
3.58876	1890.00	1870.71	0	71.086
3.58928	1890.00	1869.78	0	72.971
3.59486	1890.00	1871.65	0	75.210
3.59590	1890.00	1869.78	0	75.778
3.59746	1890.00	1870.71	0	76.226
3.59820	1890.00	1873.53	0	76.713
3.59865	1890.00	1867.90	0	77.144
3.59902	1890.00	1874.47	0	77.587
3.59939	1890.00	1867.90	0	78.033
3.60043	1890.00	1870.71	0	78.457
3.60118	1890.00	1873.53	0	78.880
3.60237	1890.00	1872.59	0	79.347
3.60349	1890.00	1872.59	0	79.782
3.60356	1890.00	1870.71	0	80.229
3.60363	1890.00	1873.53	0	80.676
3.60431	1890.00	1872.59	0	81.124
3.60490	1890.00	1874.47	0	81.568
3.60594	1890.00	1871.65	0	82.014
3.60690	1890.00	1874.47	0	82.737
3.60869	1890.00	1869.78	0	84.148
3.61025	1890.00	1870.71	0	84.838
3.61122	1890.00	1872.59	0	85.279
3.61159	1890.00	1872.59	0	85.727
3.61211	1890.00	1870.71	0	86.158
3.61218	1890.00	1871.65	0	86.591
3.61375	1890.00	1873.53	0	87.034
3.61322	1890.00	1874.47	0	87.482
3.61456	1890.00	1869.78	0	87.939
3.61531	1890.00	1873.53	0	88.379
3.61665	1890.00	1873.53	0	88.813
3.61709	1890.00	1873.53	0	89.243
3.61746	1890.00	1870.71	0	89.685
3.61806	1890.00	1874.47	0	90.129
3.61843	1890.00	1874.47	0	90.549
3.61821	1890.00	1871.65	0	90.993
3.61948	1890.00	1872.59	0	91.439
3.62022	1890.00	1868.84	0	91.883
3.62156	1890.00	1870.71	0	92.335
3.62238	1890.00	1873.53	0	92.785
3.62222	1890.00	1869.78	0	93.230
3.62245	1890.00	1871.65	0	93.679
3.62274	1890.00	1872.59	0	94.109
3.62342	1890.00	1869.78	0	94.565
3.62423	1890.00	1874.47	0	94.992
3.62542	1890.00	1873.53	0	95.419
3.62594	1890.00	1872.59	0	95.866
3.62706	1890.00	1872.59	0	96.321
3.62706	1890.00	1872.59	0	96.744
3.62743	1890.00	1873.53	0	97.167
3.62773	1890.00	1870.71	0	97.597
3.62795	1890.00	1875.41	0	98.027
3.62892	1890.00	1870.71	0	98.473
3.62966	1890.00	1868.84	0	98.915
3.63048	1890.00	1872.59	0	99.352
3.63137	1890.00	1872.59	0	99.864
3.63197	1890.00	1870.71	0	100.307
3.63189	1890.00	1871.65	0	100.751
3.63256	1890.00	1873.53	0	101.198
3.63249	1890.00	1869.78	0	101.629
3.63316	1890.00	1872.59	0	102.063
3.63368	1890.00	1868.84	0	102.502
3.63524	1890.00	1868.84	0	102.947
3.63598	1890.00	1872.59	0	103.393
3.63598	1890.00	1872.59	0	103.838
3.63628	1890.00	1876.35	0	104.286
3.63665	1890.00	1870.71	0	104.734
3.63710	1890.00	1872.59	0	105.180
3.63762	1890.00	1869.78	0	105.623
3.63851	1890.00	1872.59	0	106.071
3.63941	1890.00	1871.65	0	106.517
3.63985	1890.00	1866.96	0	106.951
3.64089	1890.00	1872.59	0	107.379
3.64104	1890.00	1876.35	0	107.823
3.64149	1890.00	1868.84	0	108.268
3.64171	1890.00	1871.65	0	108.713
3.64171	1890.00	1873.53	0	109.161
3.64268	1890.00	1871.65	0	109.604
3.64260	1890.00	1870.71	0	110.051
3.64431	1890.00	1867.90	0	110.475
3.64491	1890.00	1874.47	0	110.901
3.64580	1890.00	1869.78	0	111.327
3.64580	1890.00	1869.78	0	111.772
3.64602	1890.00	1874.47	0	112.197
3.64647	1890.00	1873.53	0	112.621
3.64662	1890.00	1871.65	0	113.068
3.64692	1890.00	1872.59	0	113.496
3.64788	1890.00	1873.53	0	113.928
3.64863	1890.00	1872.59	0	114.355
3.64915	1890.00	1873.53	0	114.807
3.65049	1890.00	1869.78	0	115.244
3.65056	1890.00	1873.53	0	115.671
3.65026	1890.00	1873.53	0	116.126
3.65101	1890.00	1870.71	0	116.554
3.65130	1890.00	1869.78	0	116.999
3.65153	1890.00	1875.41	0	117.446
3.65197	1890.00	1868.84	0	117.892
3.65227	1890.00	1869.78	0	118.338
3.65316	1890.00	1867.90	0	118.781
3.65435	1890.00	1876.35	0	119.226
3.65457	1890.00	1868.84	0	119.655
3.65517	1890.00	1870.71	0	120.124
3.65577	1890.00	1873.53	0	120.550
3.65584	1890.00	1873.53	0	120.996
3.65569	1890.00	1870.71	0	121.442
3.65636	1890.00	1870.71	0	121.865
3.65725	1890.00	1874.47	0	122.289
3.65747	1890.00	1870.71	0	122.732
3.65859	1890.00	1869.78	0	123.176
3.65889	1890.00	1871.65	0	123.632
3.65926	1890.00	1872.59	0	124.060
3.66008	1890.00	1874.47	0	124.503
3.66038	1890.00	1871.65	0	124.950
3.66030	1890.00	1871.65	0	125.395
3.66038	1890.00	1872.59	0	125.844
3.66112	1890.00	1873.53	0	126.286
3.66142	1890.00	1867.90	0	126.729
3.66179	1890.00	1867.90	0	127.163
3.66275	1890.00	1870.71	0	127.610
3.66328	1890.00	1870.71	0	128.052
3.66410	1890.00	1874.47	0	128.506
3.66469	1890.00	1874.47	0	128.953
3.66469	1890.00	1872.59	0	129.396
3.66551	1890.00	1871.65	0	129.823
3.66536	1890.00	1873.53	0	130.265
3.66558	1890.00	1873.53	0	130.717
3.66566	1890.00	1870.71	0	131.160
3.66633	1890.00	1871.65	0	131.582
3.66707	1890.00	1871.65	0	132.026
3.66774	1890.00	1873.53	0	132.471
3.66804	1890.00	1870.71	0	132.898
3.66886	1890.00	1873.53	0	133.327
3.66930	1890.00	1867.90	0	133.756
3.66922	1890.00	1870.71	0	134.205
3.66952	1890.00	1872.59	0	134.632
3.66990	1890.00	1870.71	0	135.083
3.67019	1890.00	1871.65	0	135.506
3.67057	1890.00	1871.65	0	135.956
3.67064	1890.00	1872.59	0	136.403
3.67049	1890.00	1877.28	0	136.849
3.67183	1890.00	1872.59	0	137.277
3.67220	1890.00	1872.59	0	137.722
3.67317	1890.00	1872.59	0	138.168
3.67399	1890.00	1872.59	0	138.615
3.67429	1890.00	1872.59	0	139.049
3.67436	1890.00	1870.71	0	139.492
3.67443	1890.00	1870.71	0	139.940
3.67481	1890.00	1874.47	0	140.386
3.67495	1890.00	1873.53	0	140.834
3.67473	1890.00	1874.47	0	141.248
3.67525	1890.00	1870.71	0	141.694
3.67584	1890.00	1872.59	0	142.124
3.67652	1890.00	1871.65	0	142.568
3.67651	1890.00	1867.90	0	143.011
3.67718	1890.00	1874.47	0	143.458
3.67822	1890.00	1877.28	0	143.881
3.67822	1890.00	1871.65	0	144.313
3.67875	1890.00	1872.59	0	144.768
3.67927	1890.00	1873.53	0	145.198
3.67882	1890.00	1872.59	0	145.626
3.67956	1890.00	1869.78	0	146.074
3.67934	1890.00	1874.47	0	146.517
3.67994	1890.00	1870.71	0	146.965
3.67986	1890.00	1873.53	0	147.396
3.68068	1890.00	1870.71	0	147.841
3.68008	1890.00	1871.65	0	148.291
3.68098	1890.00	1872.59	0	148.715
3.68180	1890.00	1870.71	0	149.163
3.68232	1890.00	1875.41	0	149.591
3.68336	1890.00	1874.47	0	150.034
3.68313	1890.00	1872.59	0	150.484
3.68373	1890.00	1875.41	0	150.927
3.68410	1890.00	1873.53	0	151.372
3.68395	1890.00	1870.71	0	151.800
3.68425	1890.00	1872.59	0	152.257
3.68463	1890.00	1875.41	0	152.683
3.68440	1890.00	1875.41	0	153.130
3.68492	1890.00	1869.78	0	153.576
3.68522	1890.00	1873.53	0	154.006
3.68581	1890.00	1873.53	0	154.452
3.68618	1890.00	1872.59	0	154.881
3.68626	1890.00	1872.59	0	155.325
