Vcell	Icell	measured	regon	time
4.06391	100.00	159.79	0	0.641
4.06331	100.00	155.10	0	1.227
4.06316	100.00	151.35	0	1.691
4.06197	100.00	156.98	0	2.181
4.06257	100.00	156.98	0	2.649
4.06204	100.00	156.98	0	3.100
4.06197	100.00	157.92	0	3.531
4.06137	100.00	156.98	0	3.978
4.06138	100.00	157.92	0	4.426
4.06220	100.00	156.98	0	4.861
4.06122	100.00	156.98	0	5.306
4.06078	100.00	156.98	0	5.753
4.06123	100.00	159.79	0	6.177
4.06093	100.00	158.85	0	6.611
4.05996	100.00	157.92	0	7.058
4.06205	100.00	154.16	0	7.506
4.06027	100.00	163.55	0	7.951
4.06049	100.00	159.79	0	8.402
4.05929	100.00	153.22	0	8.838
4.05959	100.00	151.35	0	9.295
4.05944	100.00	154.16	0	9.740
4.05862	100.00	156.98	0	10.188
4.05974	100.00	156.98	0	10.634
4.05922	100.00	154.16	0	11.102
4.05848	100.00	154.16	0	11.548
4.05862	100.00	150.41	0	11.985
4.05893	100.00	160.73	0	12.451
4.05877	100.00	160.73	0	12.896
4.05766	100.00	157.92	0	13.342
4.05848	100.00	152.28	0	13.789
4.05885	100.00	156.04	0	14.228
4.05803	100.00	156.98	0	14.663
4.05833	100.00	158.85	0	15.128
4.05766	100.00	154.16	0	15.573
4.05833	100.00	158.85	0	16.019
4.05803	100.00	152.28	0	16.465
4.05818	100.00	156.04	0	16.909
4.05699	100.00	157.92	0	17.356
4.05706	100.00	154.16	0	17.822
4.05683	100.00	155.10	0	18.268
4.05767	100.00	158.85	0	18.714
4.05736	100.00	156.98	0	19.161
4.05796	100.00	156.04	0	19.605
4.05692	100.00	157.92	0	20.054
4.05729	100.00	158.85	0	20.499
4.05692	100.00	159.79	0	20.944
4.05609	100.00	156.98	0	21.393
4.05700	100.00	156.98	0	21.838
4.05707	100.00	155.10	0	22.285
4.05527	100.00	159.79	0	22.752
4.05587	100.00	161.67	0	23.198
4.05677	100.00	162.61	0	23.643
4.05610	100.00	156.04	0	24.089
4.05617	100.00	156.98	0	24.536
4.05603	100.00	156.98	0	24.983
4.05655	100.00	159.79	0	25.427
4.05692	100.00	156.04	0	25.868
4.05498	100.00	156.04	0	26.314
4.05602	100.00	164.49	0	26.779
4.05542	100.00	151.35	0	27.225
4.05565	100.00	156.04	0	27.678
4.05513	100.00	147.59	0	28.115
4.05446	100.00	150.41	0	28.540
4.05447	100.00	153.22	0	28.982
4.05543	100.00	156.04	0	29.426
4.05536	100.00	152.28	0	29.872
4.05416	100.00	156.98	0	30.319
4.05431	100.00	152.28	0	30.766
4.05461	100.00	157.92	0	31.213
4.05536	100.00	163.55	0	31.660
4.05506	100.00	154.16	0	32.095
4.05439	100.00	163.55	0	32.521
4.05394	100.00	161.67	0	32.964
4.05416	100.00	153.22	0	33.411
4.05476	100.00	152.28	0	33.858
4.05491	100.00	156.04	0	34.304
4.05387	100.00	156.04	0	34.749
4.05409	100.00	155.10	0	35.194
4.05447	100.00	160.73	0	35.640
4.05432	100.00	160.73	0	36.086
4.05365	100.00	155.10	0	36.532
