Is	 t_Is	 Ir	 t_Ir	 Vc	 t_Vc
0.000000	0.054849	0.099729	0.151985	3.150136	0.240383
0.000000	0.296690	0.097852	0.382340	3.150658	0.476250
0.000000	0.534058	0.096913	0.622360	3.151030	0.714357
0.000000	0.771416	0.103483	0.858136	3.150281	0.951525
0.000000	1.010450	0.098791	1.096491	3.150434	1.184728
0.000000	1.245837	0.097852	1.323514	3.149989	1.416042
0.000000	1.471379	0.095975	1.561061	3.150510	1.654987
0.000000	1.711047	0.095975	1.799906	3.150064	1.893634
0.000000	1.949526	0.105360	2.038408	3.149908	2.132059
0.000000	2.188691	0.103483	2.275095	3.149612	2.367528
0.000000	2.423592	0.098791	2.508194	3.149988	2.603795
0.000000	2.660293	0.100668	2.744643	3.149392	2.837116
0.000000	2.892746	0.099729	2.979384	3.149467	3.073705
0.000000	3.131668	0.097852	3.217287	3.150732	3.309950
0.000000	3.365981	0.100668	3.451019	3.150061	3.543378
0.000000	3.600215	0.097852	3.684934	3.149766	3.777360
0.000000	3.834711	0.102544	3.920113	3.149390	4.011889
0.000000	4.067468	0.098791	4.173294	3.149245	4.276810
0.000000	4.333313	0.099729	4.419234	3.150359	4.510783
0.000000	4.564657	0.099729	4.652627	3.150656	4.745824
0.000000	4.802219	0.102544	4.885705	3.149910	4.977274
0.000000	5.034320	0.101606	5.119692	3.150134	5.209950
0.000000	5.267164	0.097852	5.354746	3.149840	5.446430
0.000000	5.502846	0.098791	5.587431	3.150285	5.679176
0.000000	5.734609	0.099729	5.821781	3.150507	5.912048
0.000000	5.967093	0.102544	6.055833	3.150133	6.147385
0.000000	6.203641	0.101606	6.290259	3.149911	6.381682
0.000000	6.436701	0.100668	6.523632	3.149838	6.613747
0.000000	6.669092	0.095975	6.756451	3.150213	6.850745
0.000000	6.907906	0.101606	6.995345	3.150357	7.085500
0.000000	7.144296	0.102544	7.227776	3.151174	7.322065
0.000000	7.375694	0.098791	7.467354	3.150285	7.560587
0.000000	7.616525	0.098791	7.703154	3.150062	7.795124
0.000000	7.852106	0.098791	7.937999	3.149913	8.032694
0.000000	8.088718	0.098791	8.175388	3.150880	8.269749
0.000000	8.325296	0.102544	8.414427	3.150951	8.506901
0.000000	8.563675	0.098791	8.652648	3.151177	8.742629
0.000000	8.797791	0.100668	8.888372	3.149912	8.981034
0.000000	9.036246	0.097852	9.129505	3.150509	9.221958
0.000000	9.277879	0.100668	9.362896	3.150135	9.454404
0.000000	9.511354	0.097852	9.596781	3.150137	9.690546
0.000000	9.747232	0.103483	9.834563	3.150504	9.928848
0.000000	9.983802	0.097852	10.072569	3.150955	10.158165
0.000000	10.212152	0.099729	10.301854	3.150284	10.394106
0.000000	10.449670	0.098791	10.538605	3.150285	10.630829
0.000000	10.686707	0.099729	10.771010	3.150359	10.863891
0.000000	10.919250	0.099729	11.004157	3.150061	11.098035
0.000000	11.155937	0.098791	11.238001	3.150731	11.330898
0.000000	11.387551	0.099729	11.472733	3.150656	11.564158
0.000000	11.619794	0.097852	11.708664	3.150806	11.800767
0.000000	11.854265	0.098791	11.943728	3.150062	12.022684
0.000000	12.077364	0.102544	12.164016	3.149985	12.256878
0.000000	12.315085	0.096913	12.402148	3.150435	12.493401
0.000000	12.549714	0.100668	12.636630	3.149912	12.727721
0.000000	12.784981	0.104422	12.871804	3.149909	12.962641
0.000000	13.020664	0.098791	13.104899	3.149913	13.196314
0.000000	13.252828	0.098791	13.339696	3.150211	13.435309
0.000000	13.492857	0.102544	13.597809	3.150282	13.676674
0.000000	13.734702	0.101606	13.817186	3.150952	13.910873
0.000000	13.967791	0.099729	14.052710	3.150433	14.143880
